name,CollectionSite,Address 1,City,state,postal,googleMapsUrl,address,source,source_date
PLEASANT POINT POLICE DEPARTMENT,PLEASANT POINT HEALTH CENTER OPERATED BY PLEASANT POINT PD,11 BACK RD,PERRY,ME,4667,"http://maps.google.com/maps?q=11 BACK RD,+PERRY,+ME+04667&hl=en","11 BACK RD, PERRY, ME 04667",DEA,NTBD_2018_OCT
PRESQUE ISLE POLICE DEPARTMENT,PRESQUE ISLE POLICE DEPARTMENT,"43 NORTH STREET, STE 2",PRESQUE ISLE,ME,4769,"http://maps.google.com/maps?q=43 NORTH STREET, STE 2,+PRESQUE ISLE,+ME+04769&hl=en","43 NORTH STREET, STE 2, PRESQUE ISLE, ME 04769",DEA,NTBD_2018_OCT
SOUTHWEST HARBOR POLICE DEPARTMENT,SOUTHWEST HARBOR POLICE DEPARTMENT,26 VILLAGE GREEN WAY,SOUTHWEST HARBOR,ME,4679,"http://maps.google.com/maps?q=26 VILLAGE GREEN WAY,+SOUTHWEST HARBOR,+ME+04679&hl=en","26 VILLAGE GREEN WAY, SOUTHWEST HARBOR, ME 04679",DEA,NTBD_2018_OCT
VEAZIE POLICE DEPARTMENT,VEAZIE POLICE DEPARTMENT,1084 MAIN ST.,VEAZIE,ME,4401,"http://maps.google.com/maps?q=1084 MAIN ST.,+VEAZIE,+ME+04401&hl=en","1084 MAIN ST., VEAZIE, ME 04401",DEA,NTBD_2018_OCT
WASHBURN POLICE DEPARTMENT,WASHBURN POLICE DEPARTMENT CHIEF DOUGLAS CONROY,1287 MAIN STREET,WASHBURN,ME,4786,"http://maps.google.com/maps?q=1287 MAIN STREET,+WASHBURN,+ME+04786&hl=en","1287 MAIN STREET, WASHBURN, ME 04786",DEA,NTBD_2018_OCT
WASHINGTON COUNTY SHERIFF'S OFFICE,WASHINGTON COUNTY SHERIFF'S OFFICE,83 COURT STREET,MACHIAS,ME,4654,"http://maps.google.com/maps?q=83 COURT STREET,+MACHIAS,+ME+04654&hl=en","83 COURT STREET, MACHIAS, ME 04654",DEA,NTBD_2018_OCT
WINTER HARBOR POLICE DEPARTMENT,WINTER HARBOR POLICE DEPARTMENT,20 SCHOOL STREET,WINTER HARBOR,ME,4693,"http://maps.google.com/maps?q=20 SCHOOL STREET,+WINTER HARBOR,+ME+04693&hl=en","20 SCHOOL STREET, WINTER HARBOR, ME 04693",DEA,NTBD_2018_OCT
FORT KENT POLICE DEPARTMENT,FORT KENT POLICE DEPARTMENT,416 WEST MAIN STREET,FORT KENT,ME,4743,"http://maps.google.com/maps?q=416 WEST MAIN STREET,+FORT KENT,+ME+04743&hl=en","416 WEST MAIN STREET, FORT KENT, ME 04743",DEA,NTBD_2018_OCT
MADAWASKA POLICE DEPARTMENT,MADAWASKA POLICE DEPARTMENT,428 MAIN STREET,MADAWASKA,ME,4756,"http://maps.google.com/maps?q=428 MAIN STREET,+MADAWASKA,+ME+04756&hl=en","428 MAIN STREET, MADAWASKA, ME 04756",DEA,NTBD_2018_OCT
VAN BUREN POLICE DEPARTMENT,VAN BUREN POLICE DEPARTMENT SGT. LUKE R. DYER,51 MAIN STREET,VAN BUREN,ME,4785,"http://maps.google.com/maps?q=51 MAIN STREET,+VAN BUREN,+ME+04785&hl=en","51 MAIN STREET, VAN BUREN, ME 04785",DEA,NTBD_2018_OCT
ESSEX COUNTY SHERIFF,ESSEX COUNTY SHERIFF'S OFFICE,702 STOWERSVILLE RD.,LEWIS,NY,12950,"http://maps.google.com/maps?q=702 STOWERSVILLE RD.,+LEWIS,+NY+12950&hl=en","702 STOWERSVILLE RD., LEWIS, NY 12950",DEA,NTBD_2018_OCT
FULTON COUNTY SHERIFF'S OFFICE,FULTON COUNTY SHERIFF'S OFFICE,2712 STATE HWY 29,JOHNSTOWN,NY,12095,"http://maps.google.com/maps?q=2712 STATE HWY 29,+JOHNSTOWN,+NY+12095&hl=en","2712 STATE HWY 29, JOHNSTOWN, NY 12095",DEA,NTBD_2018_OCT
HAMILTON COUNTY SHERIFF'S OFFICE,HAMILTON COUNTY JAIL,102 COUNTY VIEW DRIVE,LAKE PLEASANT,NY,12108,"http://maps.google.com/maps?q=102 COUNTY VIEW DRIVE,+LAKE PLEASANT,+NY+12108&hl=en","102 COUNTY VIEW DRIVE, LAKE PLEASANT, NY 12108",DEA,NTBD_2018_OCT
JOHNSTOWN POLICE DEPARTMENT,JOHNSTOWN POLICE DEPARTMENT CITY HALL,33-41 EAST MAIN STREET,JOHNSTOWN,NY,12095,"http://maps.google.com/maps?q=33-41 EAST MAIN STREET,+JOHNSTOWN,+NY+12095&hl=en","33-41 EAST MAIN STREET, JOHNSTOWN, NY 12095",DEA,NTBD_2018_OCT
MASSENA POLICE DEPARTMENT,KINNEY DRUGS,300 MAIN STREET,MASSENA,NY,13662,"http://maps.google.com/maps?q=300 MAIN STREET,+MASSENA,+NY+13662&hl=en","300 MAIN STREET, MASSENA, NY 13662",DEA,NTBD_2018_OCT
MASSENA POLICE DEPARTMENT,MASSENA POLICE DEPARTMENT,60 MAIN STREET,MASSENA,NY,13662,"http://maps.google.com/maps?q=60 MAIN STREET,+MASSENA,+NY+13662&hl=en","60 MAIN STREET, MASSENA, NY 13662",DEA,NTBD_2018_OCT
POTSDAM POLICE DEPARTMENT,KINNEY DRUGS,48 MAPLE STREET,POTSDAM,NY,13699,"http://maps.google.com/maps?q=48 MAPLE STREET,+POTSDAM,+NY+13699&hl=en","48 MAPLE STREET, POTSDAM, NY 13699",DEA,NTBD_2018_OCT
ST. JOHNSVILLE POLICE DEPARTMENT,KINNEY'S DRUGS,12 PARK PLACE,SAINT JOHNSVILLE,NY,13452,"http://maps.google.com/maps?q=12 PARK PLACE,+SAINT JOHNSVILLE,+NY+13452&hl=en","12 PARK PLACE, SAINT JOHNSVILLE, NY 13452",DEA,NTBD_2018_OCT
ST. LAWRENCE COUNTY SHERIFF'S OFFICE,ST. LAWRENCE COUNTY SHERIFF'S OFFICE,48 COURT STREET,CANTON,NY,13617,"http://maps.google.com/maps?q=48 COURT STREET,+CANTON,+NY+13617&hl=en","48 COURT STREET, CANTON, NY 13617",DEA,NTBD_2018_OCT
VILLAGE OF MALONE POLICE DEPARTMENT,KINNEY DRUGS,485 E MAIN STREET,MALONE,NY,12953,"http://maps.google.com/maps?q=485 E MAIN STREET,+MALONE,+NY+12953&hl=en","485 E MAIN STREET, MALONE, NY 12953",DEA,NTBD_2018_OCT
CROTON ON HUDSON POLICE,CROTON COMMONS SHOPPING PLAZA,177 SOUTH RIVERSIDE AVENUE,CROTON ON HUDSON,NY,10520,"http://maps.google.com/maps?q=177 SOUTH RIVERSIDE AVENUE,+CROTON ON HUDSON,+NY+10520&hl=en","177 SOUTH RIVERSIDE AVENUE, CROTON ON HUDSON, NY 10520",DEA,NTBD_2018_OCT
VILLAGE OF OSSINING POLICE DEPARTMENT,BIRDSALL FAGAN POLICE/COURT FACILITY COURT LOBBY,86-88 SPRING STREET,OSSINING,NY,10562,"http://maps.google.com/maps?q=86-88 SPRING STREET,+OSSINING,+NY+10562&hl=en","86-88 SPRING STREET, OSSINING, NY 10562",DEA,NTBD_2018_OCT
CLARKSTOWN POLICE,CVS PHARMACY,280 SOUTH MAIN ST,NEW CITY,NY,10956,"http://maps.google.com/maps?q=280 SOUTH MAIN ST,+NEW CITY,+NY+10956&hl=en","280 SOUTH MAIN ST, NEW CITY, NY 10956",DEA,NTBD_2018_OCT
HAVERSTRAW POLICE DEPARTMENT,CVS,12 WEST RAMAPO ROAD,GARNERVILLE,NY,10923,"http://maps.google.com/maps?q=12 WEST RAMAPO ROAD,+GARNERVILLE,+NY+10923&hl=en","12 WEST RAMAPO ROAD, GARNERVILLE, NY 10923",DEA,NTBD_2018_OCT
ROCKLAND COUNTY SHERIFFS OFFICE,ROCKLAND COUNTY SHERIFF OFFICE WALGREENS PARKING LOT,16 ROUTE 59,NYACK,NY,10960,"http://maps.google.com/maps?q=16 ROUTE 59,+NYACK,+NY+10960&hl=en","16 ROUTE 59, NYACK, NY 10960",DEA,NTBD_2018_OCT
STONY POINT POLICE DEPARTMENT,WALGREENS,135 SOUTH LIBERTY DRIVE,STONY POINT,NY,10980,"http://maps.google.com/maps?q=135 SOUTH LIBERTY DRIVE,+STONY POINT,+NY+10980&hl=en","135 SOUTH LIBERTY DRIVE, STONY POINT, NY 10980",DEA,NTBD_2018_OCT
CLARKSTOWN POLICE,CVS PHARMACY,330 ROUTE 304,BARDONIA,NY,10954,"http://maps.google.com/maps?q=330 ROUTE 304,+BARDONIA,+NY+10954&hl=en","330 ROUTE 304, BARDONIA, NY 10954",DEA,NTBD_2018_OCT
SPRING VALLEY POLICE,SPRING VALLEY POLICE DEPARTMENT,200 NORTH MAIN STREET,SPRING VALLEY,NY,10977,"http://maps.google.com/maps?q=200 NORTH MAIN STREET,+SPRING VALLEY,+NY+10977&hl=en","200 NORTH MAIN STREET, SPRING VALLEY, NY 10977",DEA,NTBD_2018_OCT
SPRING VALLEY POLICE,WALGREENS,208 E ROUTE 59,SPRING VALLEY,NY,10977,"http://maps.google.com/maps?q=208 E ROUTE 59,+SPRING VALLEY,+NY+10977&hl=en","208 E ROUTE 59, SPRING VALLEY, NY 10977",DEA,NTBD_2018_OCT
EMERSON P.D.,EMERSON POLICE HQ,1 MUNICIPAL PLACE,EMERSON,NJ,7630,"http://maps.google.com/maps?q=1 MUNICIPAL PLACE,+EMERSON,+NJ+07630&hl=en","1 MUNICIPAL PLACE, EMERSON, NJ 07630",DEA,NTBD_2018_OCT
MAHWAH POLICE DEPARTMENT,MAHWAY POLICE DEPT.,221 FRANKLIN TURNPIKE,MAHWAH,NJ,7430,"http://maps.google.com/maps?q=221 FRANKLIN TURNPIKE,+MAHWAH,+NJ+07430&hl=en","221 FRANKLIN TURNPIKE, MAHWAH, NJ 07430",DEA,NTBD_2018_OCT
RIDGEWOOD POLICE DEPARTMENT,RIDGEWOOD POLICE DEPARTMENT,131 N. MAPLE AVENUE,RIDGEWOOD,NJ,7450,"http://maps.google.com/maps?q=131 N. MAPLE AVENUE,+RIDGEWOOD,+NJ+07450&hl=en","131 N. MAPLE AVENUE, RIDGEWOOD, NJ 07450",DEA,NTBD_2018_OCT
UPPER SADDLE RIVER POLICE DEPARTMENT,UPPER SADDLE RIVER POLICE DEPARTMENT 201-327-2700,368 W. SADDLE RIVER RD.,SADDLE RIVER,NJ,7458,"http://maps.google.com/maps?q=368 W. SADDLE RIVER RD.,+SADDLE RIVER,+NJ+07458&hl=en","368 W. SADDLE RIVER RD., SADDLE RIVER, NJ 07458",DEA,NTBD_2018_OCT
CEDAR GROVE POLICE DEPARTMENT,CEDAR GROVE POLICE DEPARTMENT 973-239-4100,525 ROUTE 23,CEDAR GROVE,NJ,7009,"http://maps.google.com/maps?q=525 ROUTE 23,+CEDAR GROVE,+NJ+07009&hl=en","525 ROUTE 23, CEDAR GROVE, NJ 07009",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,FALLSBURG POLICE STATION ALETA M. GOMEZ 845.794.8080 X170,19 RAILROAD PLAZA,SOUTH FALLSBURG,NY,12779,"http://maps.google.com/maps?q=19 RAILROAD PLAZA,+SOUTH FALLSBURG,+NY+12779&hl=en","19 RAILROAD PLAZA, SOUTH FALLSBURG, NY 12779",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BROOKLYN 61 PRECINCT,2575 CONEY ISLAND AVENUE (HOMECREST),BROOKLYN,NY,11223,"http://maps.google.com/maps?q=2575 CONEY ISLAND AVENUE (HOMECREST),+BROOKLYN,+NY+11223&hl=en","2575 CONEY ISLAND AVENUE (HOMECREST), BROOKLYN, NY 11223",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT BROOKLYN 68 PRECINCT,333 65TH STREET (BAY RIDGE),BROOKLYN,NY,11220,"http://maps.google.com/maps?q=333 65TH STREET (BAY RIDGE),+BROOKLYN,+NY+11220&hl=en","333 65TH STREET (BAY RIDGE), BROOKLYN, NY 11220",DEA,NTBD_2018_OCT
ELMWOOD PARK POLICE DEPARTMENT,ELMWOOK PARK PD,182 MARKET ST,ELMWOOD PARK,NJ,7407,"http://maps.google.com/maps?q=182 MARKET ST,+ELMWOOD PARK,+NJ+07407&hl=en","182 MARKET ST, ELMWOOD PARK, NJ 07407",DEA,NTBD_2018_OCT
ESSEX COUNTY SHERIFF'S OFFICE,ESSEX COUNTY SHERIFF'S OFFICE 973-621-4111,525 WEST MARKET STPATROL HQ,NEWARK,NJ,7105,"http://maps.google.com/maps?q=525 WEST MARKET ST,+NEWARK,+NJ+07105&hl=en","525 WEST MARKET STPATROL HQ, NEWARK, NJ 07105",DEA,NTBD_2018_OCT
GARFIELD POLICE DEPARTMENT,GARFIELD POLICE DEPARTMENT 973-478-8500,160 BELMONT AVE.,GARFIELD,NJ,7026,"http://maps.google.com/maps?q=160 BELMONT AVE.,+GARFIELD,+NJ+07026&hl=en","160 BELMONT AVE., GARFIELD, NJ 07026",DEA,NTBD_2018_OCT
MIDLAND PARK POLICE DEPARTMENT,MIDLAND PARK POLICE DEPARTMENT,280 GODWIN AVENUE,MIDLAND PARK,NJ,7432,"http://maps.google.com/maps?q=280 GODWIN AVENUE,+MIDLAND PARK,+NJ+07432&hl=en","280 GODWIN AVENUE, MIDLAND PARK, NJ 07432",DEA,NTBD_2018_OCT
NEWARK POLICE DEPT.,3RD PRECINCT,649 MARKET ST.,NEWARK,NJ,7102,"http://maps.google.com/maps?q=649 MARKET ST.,+NEWARK,+NJ+07102&hl=en","649 MARKET ST., NEWARK, NJ 07102",DEA,NTBD_2018_OCT
OAKLAND POLICE DEPARTMENT,OAKLAND POLICE DEPARTMENT,295 RAMAPO VALLEY ROAD,OAKLAND,NJ,7436,"http://maps.google.com/maps?q=295 RAMAPO VALLEY ROAD,+OAKLAND,+NJ+07436&hl=en","295 RAMAPO VALLEY ROAD, OAKLAND, NJ 07436",DEA,NTBD_2018_OCT
WAYNE TWP. POLICE DEPARTMENT,WAYNE POLICE DEPARTMENT 973-633-3550,475 VALLEY ROAD,WAYNE,NJ,7470,"http://maps.google.com/maps?q=475 VALLEY ROAD,+WAYNE,+NJ+07470&hl=en","475 VALLEY ROAD, WAYNE, NJ 07470",DEA,NTBD_2018_OCT
WEST CALDWELL POLICE,WEST CALDWELL PD,21 CLINTON ROAD,WEST CALDWELL,NJ,7006,"http://maps.google.com/maps?q=21 CLINTON ROAD,+WEST CALDWELL,+NJ+07006&hl=en","21 CLINTON ROAD, WEST CALDWELL, NJ 07006",DEA,NTBD_2018_OCT
ABERDEEN POLICE DEPARTMENT,ABERDEEN TWP. POLICE DEPT. 732-566-2054,1 ABERDEEN SQUARE,ABERDEEN,NJ,7747,"http://maps.google.com/maps?q=1 ABERDEEN SQUARE,+ABERDEEN,+NJ+07747&hl=en","1 ABERDEEN SQUARE, ABERDEEN, NJ 07747",DEA,NTBD_2018_OCT
ANDOVER POLICE DEPARTMENT,ANDOVER POLICE STATION 973-383-5544,145 LAKE ILIFF RD.,NEWTON,NJ,7860,"http://maps.google.com/maps?q=145 LAKE ILIFF RD.,+NEWTON,+NJ+07860&hl=en","145 LAKE ILIFF RD., NEWTON, NJ 07860",DEA,NTBD_2018_OCT
ATLANTIC HIGHLANDS POLICE DEPT.,ATLANTIC HIGHLANDS POLICE DEPT.,100 FIRST AVE.,ATLANTIC HIGHLANDS,NJ,7716,"http://maps.google.com/maps?q=100 FIRST AVE.,+ATLANTIC HIGHLANDS,+NJ+07716&hl=en","100 FIRST AVE., ATLANTIC HIGHLANDS, NJ 07716",DEA,NTBD_2018_OCT
BERKELEY HEIGHTS POLICE DEPARTMENT,BERKELEY HEIGHTS POLICE DEPARTMENT 908-464-1111,29 PARK AVE.,BERKELEY HEIGHTS,NJ,7922,"http://maps.google.com/maps?q=29 PARK AVE.,+BERKELEY HEIGHTS,+NJ+07922&hl=en","29 PARK AVE., BERKELEY HEIGHTS, NJ 07922",DEA,NTBD_2018_OCT
BERNARDS TOWNSHIP POLICE DEPARTMENT,BERNARDS TOWNSHIP POLICE DEPARTMENT,1 COLLYER LANE,BASKING RIDGE,NJ,7920,"http://maps.google.com/maps?q=1 COLLYER LANE,+BASKING RIDGE,+NJ+07920&hl=en","1 COLLYER LANE, BASKING RIDGE, NJ 07920",DEA,NTBD_2018_OCT
BERNARDSVILLE POLICE DEPARTMENT,BERNARDSVILLE POLICE DEPARTMENT,166 MINE BROOK ROAD,BERNARDSVILLE,NJ,7924,"http://maps.google.com/maps?q=166 MINE BROOK ROAD,+BERNARDSVILLE,+NJ+07924&hl=en","166 MINE BROOK ROAD, BERNARDSVILLE, NJ 07924",DEA,NTBD_2018_OCT
BRANCHBURG TOWNSHIP POLICE DEPARTMENT,BRANCHBURG TOWNSHIP POLICE DEPARTMENT,590 OLD YORK ROAD,BRANCHBURG,NJ,8876,"http://maps.google.com/maps?q=590 OLD YORK ROAD,+BRANCHBURG,+NJ+08876&hl=en","590 OLD YORK ROAD, BRANCHBURG, NJ 08876",DEA,NTBD_2018_OCT
BRIDGEWATER TWP. POLICE,BRIDGEWATER POLICE HQ,100 COMMONS WAY,BRIDGEWATER,NJ,8807,"http://maps.google.com/maps?q=100 COMMONS WAY,+BRIDGEWATER,+NJ+08807&hl=en","100 COMMONS WAY, BRIDGEWATER, NJ 08807",DEA,NTBD_2018_OCT
BYRAM TWP. POLICE DEPARTMENT,CVS PHARMACY,77 RT. 206,STANHOPE,NJ,7874,"http://maps.google.com/maps?q=77 RT. 206,+STANHOPE,+NJ+07874&hl=en","77 RT. 206, STANHOPE, NJ 07874",DEA,NTBD_2018_OCT
BYRAM TWP. POLICE DEPARTMENT,SHOP RITE,90 ROUTE 206,STANHOPE,NJ,7874,"http://maps.google.com/maps?q=90 ROUTE 206,+STANHOPE,+NJ+07874&hl=en","90 ROUTE 206, STANHOPE, NJ 07874",DEA,NTBD_2018_OCT
CARTERET POLICE DEPARTMENT,CARTERET POLICE DEPARTMENT 732-541-4181,230 ROOSEVELT AVE.,CARTERET,NJ,7008,"http://maps.google.com/maps?q=230 ROOSEVELT AVE.,+CARTERET,+NJ+07008&hl=en","230 ROOSEVELT AVE., CARTERET, NJ 07008",DEA,NTBD_2018_OCT
CHATHAM BOROUGH POLICE DEPARTMENT,CVS PHARMACY,471 MAIN STREET,CHATHAM,NJ,7928,"http://maps.google.com/maps?q=471 MAIN STREET,+CHATHAM,+NJ+07928&hl=en","471 MAIN STREET, CHATHAM, NJ 07928",DEA,NTBD_2018_OCT
CHATHAM TOWNSHIP,CVS PHARMACY,641 SHUNPIKE ROAD,CHATHAM,NJ,7928,"http://maps.google.com/maps?q=641 SHUNPIKE ROAD,+CHATHAM,+NJ+07928&hl=en","641 SHUNPIKE ROAD, CHATHAM, NJ 07928",DEA,NTBD_2018_OCT
CHESTER POLICE DEPARTMENT,CHESTER TWP. POLICE HEADQUARTERS,1 PARKER ROAD,CHESTER,NJ,7930,"http://maps.google.com/maps?q=1 PARKER ROAD,+CHESTER,+NJ+07930&hl=en","1 PARKER ROAD, CHESTER, NJ 07930",DEA,NTBD_2018_OCT
CLINTON TOWNSHIP POLICE DEPARTMENT,CLINTON TOWNSHIP POLICE DEPT.,1370 ROUTE 31 NORTH,ANNANDALE,NJ,8801,"http://maps.google.com/maps?q=1370 ROUTE 31 NORTH,+ANNANDALE,+NJ+08801&hl=en","1370 ROUTE 31 NORTH, ANNANDALE, NJ 08801",DEA,NTBD_2018_OCT
CRANBURY TOWNSHIP POLICE DEPT.,CRANBURY TOWNSHIP POLICE DEPARTMENT,1 LOGAN DRIVE,CRANBURY,NJ,8512,"http://maps.google.com/maps?q=1 LOGAN DRIVE,+CRANBURY,+NJ+08512&hl=en","1 LOGAN DRIVE, CRANBURY, NJ 08512",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT STATEN ISLAND 120TH PRECINCT,78 RICHMOND TERRACE (STGEORGE),STATEN ISLAND,NY,10301,"http://maps.google.com/maps?q=78 RICHMOND TERRACE (STGEORGE),+STATEN ISLAND,+NY+10301&hl=en","78 RICHMOND TERRACE (STGEORGE), STATEN ISLAND, NY 10301",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK CITY POLICE DEPARTMENT STATEN ISLAND 123RD PRECINCT,116 MAIN STREET (TOTTENVILLE),STATEN ISLAND,NY,10307,"http://maps.google.com/maps?q=116 MAIN STREET (TOTTENVILLE),+STATEN ISLAND,+NY+10307&hl=en","116 MAIN STREET (TOTTENVILLE), STATEN ISLAND, NY 10307",DEA,NTBD_2018_OCT
DEA NEW YORK DIVISION,NEW YORK POLICE DEPARTMENT STATEN ISLAND 122ND PRECINCT,2320 HYLAN BLVD (NEW DORP),STATEN ISLAND,NY,10306,"http://maps.google.com/maps?q=2320 HYLAN BLVD (NEW DORP),+STATEN ISLAND,+NY+10306&hl=en","2320 HYLAN BLVD (NEW DORP), STATEN ISLAND, NY 10306",DEA,NTBD_2018_OCT
EAST BRUNSWICK POLICE DEPARTMENT,EAST BRUNSWICK POLICE DEPARTMENT,1 CIVIC CENTER DRIVE,EAST BRUNSWICK,NJ,8816,"http://maps.google.com/maps?q=1 CIVIC CENTER DRIVE,+EAST BRUNSWICK,+NJ+08816&hl=en","1 CIVIC CENTER DRIVE, EAST BRUNSWICK, NJ 08816",DEA,NTBD_2018_OCT
EAST WINDSOR TWP. POLICE DEPARTMENT,EAST WINDSOR POLICE DEPARTMENT 609-448-5678,80 ONE MILE RD.,EAST WINDSOR,NJ,8520,"http://maps.google.com/maps?q=80 ONE MILE RD.,+EAST WINDSOR,+NJ+08520&hl=en","80 ONE MILE RD., EAST WINDSOR, NJ 08520",DEA,NTBD_2018_OCT
EATONTOWN POLICE DEPARTMENT,EATONTOWN POLICE DEPARTMENT 732-542-0100,47 BROAD ST.55 WYCKOFF RD.,EATONTOWN,NJ,7724,"http://maps.google.com/maps?q=47 BROAD ST.,+EATONTOWN,+NJ+07724&hl=en","47 BROAD ST.55 WYCKOFF RD., EATONTOWN, NJ 07724",DEA,NTBD_2018_OCT
