name,Address 1,Address 2,"City, State Zip",googleMapsUrl,state,postal,source,source_date,address
BOWMANS MARKET LLC,326 NORTH MAIN,,"KAYSVILLE, UT 84037",http://maps.google.com/maps?q=BOWMANS%20MARKET%20LLC%2C326%20NORTH%20MAIN%2C+KAYSVILLE%2C+UT+84037,UT,84037,DEA,Oct2018,"326 NORTH MAIN, KAYSVILLE, UT 84037"
CARBON MEDICAL SERVICE ASSOCIATION,125 S MAIN ST,,"HELPER, UT 84526",http://maps.google.com/maps?q=CARBON%20MEDICAL%20SERVICE%20ASSOCIATION%2C125%20S%20MAIN%20ST%2C+HELPER%2C+UT+84526,UT,84526,DEA,Oct2018,"125 S MAIN ST, HELPER, UT 84526"
CARBON MEDICAL SERVICES ASSN,305 CENTER STREET,PO BOX 930,"EAST CARBON, UT 84520",http://maps.google.com/maps?q=CARBON%20MEDICAL%20SERVICES%20ASSN%2C305%20CENTER%20STREET%2C+EAST%20CARBON%2C+UT+84520,UT,84520,DEA,Oct2018,"305 CENTER STREET, PO BOX 930, EAST CARBON, UT 84520"
CASTLEVIEW HOSPITAL,317 E 100 N,SUITE 4,"PRICE, UT 84501",http://maps.google.com/maps?q=CASTLEVIEW%20HOSPITAL%2C317%20E%20100%20N%2C+PRICE%2C+UT+84501,UT,84501,DEA,Oct2018,"317 E 100 N, SUITE 4, PRICE, UT 84501"
CASTLEVIEW HOSPITAL LLC,300 NORTH HOSPITAL DRIVE,ATTN: PHARMACY,"PRICE, UT 84501",http://maps.google.com/maps?q=CASTLEVIEW%20HOSPITAL%20LLC%2C300%20NORTH%20HOSPITAL%20DRIVE%2C+PRICE%2C+UT+84501,UT,84501,DEA,Oct2018,"300 NORTH HOSPITAL DRIVE, ATTN: PHARMACY, PRICE, UT 84501"
EDGEMONT PHARMACY,3661 N CANYON RD,,"PROVO, UT 84604",http://maps.google.com/maps?q=EDGEMONT%20PHARMACY%2C3661%20N%20CANYON%20RD%2C+PROVO%2C+UT+84604,UT,84604,DEA,Oct2018,"3661 N CANYON RD, PROVO, UT 84604"
GENEVA WOODS PHARMACY,3808 N SULLIVAN RD,"BLDG N-15, STE 104","SPOKANE VALLEY, WA 99216",http://maps.google.com/maps?q=GENEVA%20WOODS%20PHARMACY%2C3808%20N%20SULLIVAN%20RD%2C+SPOKANE%20VALLEY%2C+WA+99216,WA,99216,DEA,Oct2018,"3808 N SULLIVAN RD, BLDG N-15, STE 104, SPOKANE VALLEY, WA 99216"
HEREFORDSHIRE HEALTH CENTER,PHARMACY,1915 WEST 5950 SOUTH,"ROY, UT 84067",http://maps.google.com/maps?q=HEREFORDSHIRE%20HEALTH%20CENTER%2CPHARMACY%2C+ROY%2C+UT+84067,UT,84067,DEA,Oct2018,"PHARMACY, 1915 WEST 5950 SOUTH, ROY, UT 84067"
HORNG INC,4052 W PIONEER PKWY,SUITE 111,"WEST VALLEY CITY, UT 84120",http://maps.google.com/maps?q=HORNG%20INC%2C4052%20W%20PIONEER%20PKWY%2C+WEST%20VALLEY%20CITY%2C+UT+84120,UT,84120,DEA,Oct2018,"4052 W PIONEER PKWY, SUITE 111, WEST VALLEY CITY, UT 84120"
IHC HEALTH CENTER PHARMACY,2075 UNIVERSITY PARK BLVD,,"LAYTON, UT 84041",http://maps.google.com/maps?q=IHC%20HEALTH%20CENTER%20PHARMACY%2C2075%20UNIVERSITY%20PARK%20BLVD%2C+LAYTON%2C+UT+84041,UT,84041,DEA,Oct2018,"2075 UNIVERSITY PARK BLVD, LAYTON, UT 84041"
IHC HEALTH CENTER PHARMACY,505 W 400 N,,"OREM, UT 84057",http://maps.google.com/maps?q=IHC%20HEALTH%20CENTER%20PHARMACY%2C505%20W%20400%20N%2C+OREM%2C+UT+84057,UT,84057,DEA,Oct2018,"505 W 400 N, OREM, UT 84057"
IHC HEALTH CENTER PHARMACY,NORTH OGDEN,2400 N WASHINGTON BLVD,"OGDEN, UT 84414",http://maps.google.com/maps?q=IHC%20HEALTH%20CENTER%20PHARMACY%2CNORTH%20OGDEN%2C+OGDEN%2C+UT+84414,UT,84414,DEA,Oct2018,"NORTH OGDEN, 2400 N WASHINGTON BLVD, OGDEN, UT 84414"
IHC HEALTH CENTER PHARMACY,SOUTH OGDEN,975 EAST CHAMBERS AVENUE,"OGDEN, UT 84403",http://maps.google.com/maps?q=IHC%20HEALTH%20CENTER%20PHARMACY%2CSOUTH%20OGDEN%2C+OGDEN%2C+UT+84403,UT,84403,DEA,Oct2018,"SOUTH OGDEN, 975 EAST CHAMBERS AVENUE, OGDEN, UT 84403"
"IHC HEALTH SERVICES, INC.",201 W LAYTON PARKWAY,,"LAYTON, UT 84041",http://maps.google.com/maps?q=IHC%20HEALTH%20SERVICES%20INC%2C201%20W%20LAYTON%20PARKWAY%2C+LAYTON%2C+UT+84041,UT,84041,DEA,Oct2018,"201 W LAYTON PARKWAY, LAYTON, UT 84041"
"IHC HEALTH SERVICES, INC.",3895 HARRISON BLVD,,"OGDEN, UT 84403",http://maps.google.com/maps?q=IHC%20HEALTH%20SERVICES%20INC%2C3895%20HARRISON%20BLVD%2C+OGDEN%2C+UT+84403,UT,84403,DEA,Oct2018,"3895 HARRISON BLVD, OGDEN, UT 84403"
"IHC HEALTH SERVICES, INC.",395 W BULLDOG BLVD,SUITE 204,"PROVO, UT 84604",http://maps.google.com/maps?q=IHC%20HEALTH%20SERVICES%20INC%2C395%20W%20BULLDOG%20BLVD%2C+PROVO%2C+UT+84604,UT,84604,DEA,Oct2018,"395 W BULLDOG BLVD, SUITE 204, PROVO, UT 84604"
INTERMOUNTAIN AMERICAN FORK PHARMACY,98 NORTH 1100 EAST,SUITE 101,"AMERICAN FORK, UT 84003",http://maps.google.com/maps?q=INTERMOUNTAIN%20AMERICAN%20FORK%20PHARMACY%2C98%20NORTH%201100%20EAST%2C+AMERICAN%20FORK%2C+UT+84003,UT,84003,DEA,Oct2018,"98 NORTH 1100 EAST, SUITE 101, AMERICAN FORK, UT 84003"
INTERMOUNTAIN SOUTHRIDGE PHARMACY,3723 WEST 12600 SOUTH,SUITE 170,"RIVERTON, UT 84065",http://maps.google.com/maps?q=INTERMOUNTAIN%20SOUTHRIDGE%20PHARMACY%2C3723%20WEST%2012600%20SOUTH%2C+RIVERTON%2C+UT+84065,UT,84065,DEA,Oct2018,"3723 WEST 12600 SOUTH, SUITE 170, RIVERTON, UT 84065"
INTERMOUNTAIN TAYLORSVILLE PHARMACY,3845 WEST 4700 SOUTH,,"TAYLORSVILLE, UT 84118",http://maps.google.com/maps?q=INTERMOUNTAIN%20TAYLORSVILLE%20PHARMACY%2C3845%20WEST%204700%20SOUTH%2C+TAYLORSVILLE%2C+UT+84118,UT,84118,DEA,Oct2018,"3845 WEST 4700 SOUTH, TAYLORSVILLE, UT 84118"
L T DEE PHARMACY,4401 HARRISON BLVD,,"OGDEN, UT 84403",http://maps.google.com/maps?q=L%20T%20DEE%20PHARMACY%2C4401%20HARRISON%20BLVD%2C+OGDEN%2C+UT+84403,UT,84403,DEA,Oct2018,"4401 HARRISON BLVD, OGDEN, UT 84403"
MOUNTAINLANDS FAMILY PHARMACY,589 SOUTH STATE STREET,,"PROVO, UT 84606",http://maps.google.com/maps?q=MOUNTAINLANDS%20FAMILY%20PHARMACY%2C589%20SOUTH%20STATE%20STREET%2C+PROVO%2C+UT+84606,UT,84606,DEA,Oct2018,"589 SOUTH STATE STREET, PROVO, UT 84606"
NORTH VIEW PHARMACY,2121 NORTH ROBINS DRIVE,2121 N. ROBINS DRIVE,"LAYTON, UT 84041",http://maps.google.com/maps?q=NORTH%20VIEW%20PHARMACY%2C2121%20NORTH%20ROBINS%20DRIVE%2C+LAYTON%2C+UT+84041,UT,84041,DEA,Oct2018,"2121 NORTH ROBINS DRIVE, 2121 N. ROBINS DRIVE, LAYTON, UT 84041"
PETERSON MARKET LLC,1784 WEST 12600 SOUTH,,"RIVERTON, UT 84065",http://maps.google.com/maps?q=PETERSON%20MARKET%20LLC%2C1784%20WEST%2012600%20SOUTH%2C+RIVERTON%2C+UT+84065,UT,84065,DEA,Oct2018,"1784 WEST 12600 SOUTH, RIVERTON, UT 84065"
PHS INDIAN HEALTH CENTER,P.O.BOX 160,2 MILES SOUTH OF BOTTLE HOLLOW,"FORT DUCHESNE, UT 84026",http://maps.google.com/maps?q=PHS%20INDIAN%20HEALTH%20CENTER%2CP.O.BOX%20160%2C+FORT%20DUCHESNE%2C+UT+84026,UT,84026,DEA,Oct2018,"P.O.BOX 160, 2 MILES SOUTH OF BOTTLE HOLLOW, FORT DUCHESNE, UT 84026"
PROVIDENCE HEALTH & SERVICES-WASHINGTON,101 W 8TH AVE,STE 207653,"SPOKANE, WA 99204",http://maps.google.com/maps?q=PROVIDENCE%20HEALTH%20%20SERVICESWASHINGTON%2C101%20W%208TH%20AVE%2C+SPOKANE%2C+WA+99204,WA,99204,DEA,Oct2018,"101 W 8TH AVE, STE 207653, SPOKANE, WA 99204"
PROVIDENCE MT CARMEL HOSPITAL PHARMACY,982 E COLUMBIA AVE,,"COLVILLE, WA 99114",http://maps.google.com/maps?q=PROVIDENCE%20MT%20CARMEL%20HOSPITAL%20PHARMACY%2C982%20E%20COLUMBIA%20AVE%2C+COLVILLE%2C+WA+99114,WA,99114,DEA,Oct2018,"982 E COLUMBIA AVE, COLVILLE, WA 99114"
SERVICE DRUG COMPANY,215 WEST MAIN,P.O. BOX 460,"DELTA, UT 84624",http://maps.google.com/maps?q=SERVICE%20DRUG%20COMPANY%2C215%20WEST%20MAIN%2C+DELTA%2C+UT+84624,UT,84624,DEA,Oct2018,"215 WEST MAIN, P.O. BOX 460, DELTA, UT 84624"
"TMJ, INC.",8806 S. REDWOOD ROAD,#102,"WEST JORDAN, UT 84088",http://maps.google.com/maps?q=TMJ%20INC%2C8806%20S.%20REDWOOD%20ROAD%2C+WEST%20JORDAN%2C+UT+84088,UT,84088,DEA,Oct2018,"8806 S. REDWOOD ROAD, #102, WEST JORDAN, UT 84088"
UNIVERSITY OF UTAH,145 WEST 1300 SOUTH,,"OREM, UT 84058",http://maps.google.com/maps?q=UNIVERSITY%20OF%20UTAH%2C145%20WEST%201300%20SOUTH%2C+OREM%2C+UT+84058,UT,84058,DEA,Oct2018,"145 WEST 1300 SOUTH, OREM, UT 84058"
UNIVERSITY OF UTAH,220 MILLPOND ROAD,#100,"STANSBURY PARK, UT 84074",http://maps.google.com/maps?q=UNIVERSITY%20OF%20UTAH%2C220%20MILLPOND%20ROAD%2C+STANSBURY%20PARK%2C+UT+84074,UT,84074,DEA,Oct2018,"220 MILLPOND ROAD, #100, STANSBURY PARK, UT 84074"
UNIVERSITY OF UTAH,3730 WEST 4700 SOUTH,,"WEST VALLEY CITY, UT 84118",http://maps.google.com/maps?q=UNIVERSITY%20OF%20UTAH%2C3730%20WEST%204700%20SOUTH%2C+WEST%20VALLEY%20CITY%2C+UT+84118,UT,84118,DEA,Oct2018,"3730 WEST 4700 SOUTH, WEST VALLEY CITY, UT 84118"
UNIVERSITY OF UTAH,"ATTN: CARRI LYN PALMER, PERSON IN CHARGE",1525 WEST 2100 SOUTH,"SALT LAKE CITY, UT 84119",http://maps.google.com/maps?q=UNIVERSITY%20OF%20UTAH%2CATTN%3A%20CARRI%20LYN%20PALMER%2C%20PERSON%20IN%20CHARGE%2C+SALT%20LAKE%20CITY%2C+UT+84119,UT,84119,DEA,Oct2018,"ATTN: CARRI LYN PALMER, PERSON IN CHARGE, 1525 WEST 2100 SOUTH, SALT LAKE CITY, UT 84119"
UNIVERSITY OF UTAH SOUTH JORDAN PHARMACY,5126 WEST DAYBREAK PARKWAY,ROOM 101,"SOUTH JORDAN, UT 84009",http://maps.google.com/maps?q=UNIVERSITY%20OF%20UTAH%20SOUTH%20JORDAN%20PHARMACY%2C5126%20WEST%20DAYBREAK%20PARKWAY%2C+SOUTH%20JORDAN%2C+UT+84009,UT,84009,DEA,Oct2018,"5126 WEST DAYBREAK PARKWAY, ROOM 101, SOUTH JORDAN, UT 84009"
USAF- 75TH MEDICAL GROUP/SGSM,7321 BALMER AVENUE,BLDG 570,"HILL AFB, UT 84056",http://maps.google.com/maps?q=USAF%20TH%20MEDICAL%20GROUPSGSM%2C7321%20BALMER%20AVENUE%2C+HILL%20AFB%2C+UT+84056,UT,84056,DEA,Oct2018,"7321 BALMER AVENUE, BLDG 570, HILL AFB, UT 84056"
USAF- 92ND MEDICAL GROUP,ATTN: MEDICAL SUPPLY OFFICER,701 HOSPITAL LOOP/SUITE 40,"FAIRCHILD AFB, WA 99011",http://maps.google.com/maps?q=USAF%20ND%20MEDICAL%20GROUP%2CATTN%3A%20MEDICAL%20SUPPLY%20OFFICER%2C+FAIRCHILD%20AFB%2C+WA+99011,WA,99011,DEA,Oct2018,"ATTN: MEDICAL SUPPLY OFFICER, 701 HOSPITAL LOOP/SUITE 40, FAIRCHILD AFB, WA 99011"
"UTAH CVS PHARMACY, L.L.C.",1273 N. UNIVERSITY AVE.,,"PROVO, UT 84604",http://maps.google.com/maps?q=UTAH%20CVS%20PHARMACY%20LLC%2C1273%20N.%20UNIVERSITY%20AVE.%2C+PROVO%2C+UT+84604,UT,84604,DEA,Oct2018,"1273 N. UNIVERSITY AVE., PROVO, UT 84604"
"UTAH CVS PHARMACY, L.L.C.",3148 WEST 3500 SOUTH,,"WEST VALLEY CITY, UT 84119",http://maps.google.com/maps?q=UTAH%20CVS%20PHARMACY%20LLC%2C3148%20WEST%203500%20SOUTH%2C+WEST%20VALLEY%20CITY%2C+UT+84119,UT,84119,DEA,Oct2018,"3148 WEST 3500 SOUTH, WEST VALLEY CITY, UT 84119"
"UTAH CVS PHARMACY, L.L.C.",4240 HARRISON BLVD.,,"OGDEN, UT 84403",http://maps.google.com/maps?q=UTAH%20CVS%20PHARMACY%20LLC%2C4240%20HARRISON%20BLVD.%2C+OGDEN%2C+UT+84403,UT,84403,DEA,Oct2018,"4240 HARRISON BLVD., OGDEN, UT 84403"
WALGREEN CO.,1171 W 2000 NORTH,,"LAYTON, UT 84041",http://maps.google.com/maps?q=WALGREEN%20CO%2C1171%20W%202000%20NORTH%2C+LAYTON%2C+UT+84041,UT,84041,DEA,Oct2018,"1171 W 2000 NORTH, LAYTON, UT 84041"
WALGREEN CO.,12312 E SPRAGUE AVE,,"SPOKANE VALLEY, WA 99216",http://maps.google.com/maps?q=WALGREEN%20CO%2C12312%20E%20SPRAGUE%20AVE%2C+SPOKANE%20VALLEY%2C+WA+99216,WA,99216,DEA,Oct2018,"12312 E SPRAGUE AVE, SPOKANE VALLEY, WA 99216"
WALGREEN CO.,1311 E 12300 SOUTH,,"DRAPER, UT 84020",http://maps.google.com/maps?q=WALGREEN%20CO%2C1311%20E%2012300%20SOUTH%2C+DRAPER%2C+UT+84020,UT,84020,DEA,Oct2018,"1311 E 12300 SOUTH, DRAPER, UT 84020"
WALGREEN CO.,1315 N. STATE ST.,,"PROVO, UT 84604",http://maps.google.com/maps?q=WALGREEN%20CO%2C1315%20N.%20STATE%20ST.%2C+PROVO%2C+UT+84604,UT,84604,DEA,Oct2018,"1315 N. STATE ST., PROVO, UT 84604"
WALGREEN CO.,7794 S REDWOOD RD,,"WEST JORDAN, UT 84084",http://maps.google.com/maps?q=WALGREEN%20CO%2C7794%20S%20REDWOOD%20RD%2C+WEST%20JORDAN%2C+UT+84084,UT,84084,DEA,Oct2018,"7794 S REDWOOD RD, WEST JORDAN, UT 84084"
WALGREEN CO.,7905 N DIVISION ST,,"SPOKANE, WA 99208",http://maps.google.com/maps?q=WALGREEN%20CO%2C7905%20N%20DIVISION%20ST%2C+SPOKANE%2C+WA+99208,WA,99208,DEA,Oct2018,"7905 N DIVISION ST, SPOKANE, WA 99208"
WEBER COUNTY HUMAN SERVICES PHARMACY,237 26TH STREET,,"OGDEN, UT 84401",http://maps.google.com/maps?q=WEBER%20COUNTY%20HUMAN%20SERVICES%20PHARMACY%2C237%2026TH%20STREET%2C+OGDEN%2C+UT+84401,UT,84401,DEA,Oct2018,"237 26TH STREET, OGDEN, UT 84401"
"WEE CARE PHARMACY, INC","ATTN: R. FERRIS DERBIDGE, PERSON IN CHARGE","1580 WEST ANTELOPE DRIVE, SUITE 130A","LAYTON, UT 84041",http://maps.google.com/maps?q=WEE%20CARE%20PHARMACY%20INC%2CATTN%3A%20R.%20FERRIS%20DERBIDGE%2C%20PERSON%20IN%20CHARGE%2C+LAYTON%2C+UT+84041,UT,84041,DEA,Oct2018,"ATTN: R. FERRIS DERBIDGE, PERSON IN CHARGE, 1580 WEST ANTELOPE DRIVE, SUITE 130A, LAYTON, UT 84041"
WELLPINIT PHS INDIAN HLTH CTR,6203 AGENCY LOOP ROAD,P.O. BOX 357,"WELLPINIT, WA 99040",http://maps.google.com/maps?q=WELLPINIT%20PHS%20INDIAN%20HLTH%20CTR%2C6203%20AGENCY%20LOOP%20ROAD%2C+WELLPINIT%2C+WA+99040,WA,99040,DEA,Oct2018,"6203 AGENCY LOOP ROAD, P.O. BOX 357, WELLPINIT, WA 99040"
BEAVER DRUG,98 N MAIN ST,PO BOX 1438,"BEAVER, UT 84713",http://maps.google.com/maps?q=BEAVER%20DRUG%2C98%20N%20MAIN%20ST%2C+BEAVER%2C+UT+84713,UT,84713,DEA,Oct2018,"98 N MAIN ST, PO BOX 1438, BEAVER, UT 84713"
BOYDS FAMILY PHARMACY,25 WEST MAIN STREET,P.O. BOX 556,"CASTLE DALE, UT 84513",http://maps.google.com/maps?q=BOYDS%20FAMILY%20PHARMACY%2C25%20WEST%20MAIN%20STREET%2C+CASTLE%20DALE%2C+UT+84513,UT,84513,DEA,Oct2018,"25 WEST MAIN STREET, P.O. BOX 556, CASTLE DALE, UT 84513"
CANYONLANDS COMMUNITY HEALTHCARE,467 VISTA AVE,,"PAGE, AZ 86040",http://maps.google.com/maps?q=CANYONLANDS%20COMMUNITY%20HEALTHCARE%2C467%20VISTA%20AVE%2C+PAGE%2C+AZ+86040,AZ,86040,DEA,Oct2018,"467 VISTA AVE, PAGE, AZ 86040"
FUSION PHARMACY LLC,617 E RIVERSIDE DR STE 104,,"SAINT GEORGE, UT 84790",http://maps.google.com/maps?q=FUSION%20PHARMACY%20LLC%2C617%20E%20RIVERSIDE%20DR%20STE%20104%2C+SAINT%20GEORGE%2C+UT+84790,UT,84790,DEA,Oct2018,"617 E RIVERSIDE DR STE 104, SAINT GEORGE, UT 84790"
FUSION SPECIALTY PHARMACY,1100 CANYON VIEW DR STE C,,"SANTA CLARA, UT 84765",http://maps.google.com/maps?q=FUSION%20SPECIALTY%20PHARMACY%2C1100%20CANYON%20VIEW%20DR%20STE%20C%2C+SANTA%20CLARA%2C+UT+84765,UT,84765,DEA,Oct2018,"1100 CANYON VIEW DR STE C, SANTA CLARA, UT 84765"
GREEN RIVER MEDICAL CENTER,585 WEST MAIN,PO BOX 417,"GREEN RIVER, UT 84525",http://maps.google.com/maps?q=GREEN%20RIVER%20MEDICAL%20CENTER%2C585%20WEST%20MAIN%2C+GREEN%20RIVER%2C+UT+84525,UT,84525,DEA,Oct2018,"585 WEST MAIN, PO BOX 417, GREEN RIVER, UT 84525"
IHC HEALTH CENTER PHARMACY,577 SOUTH RIVER ROAD,,"ST. GEORGE, UT 84790",http://maps.google.com/maps?q=IHC%20HEALTH%20CENTER%20PHARMACY%2C577%20SOUTH%20RIVER%20ROAD%2C+ST.%20GEORGE%2C+UT+84790,UT,84790,DEA,Oct2018,"577 SOUTH RIVER ROAD, ST. GEORGE, UT 84790"
IHC WATSON DIXIE PHARMACY,1380 EAST 480 SOUTH,SUITE 1200,"ST. GEORGE, UT 84790",http://maps.google.com/maps?q=IHC%20WATSON%20DIXIE%20PHARMACY%2C1380%20EAST%20480%20SOUTH%2C+ST.%20GEORGE%2C+UT+84790,UT,84790,DEA,Oct2018,"1380 EAST 480 SOUTH, SUITE 1200, ST. GEORGE, UT 84790"
INTERMOUNTAIN NORTH SEVIER,530 NORTH 250 WEST,,"SALINA, UT 84654",http://maps.google.com/maps?q=INTERMOUNTAIN%20NORTH%20SEVIER%2C530%20NORTH%20250%20WEST%2C+SALINA%2C+UT+84654,UT,84654,DEA,Oct2018,"530 NORTH 250 WEST, SALINA, UT 84654"
INTERMOUNTAIN SEVIER VALLEY PHARMACY,1000 N MAIN ST,,"RICHFIELD, UT 84701",http://maps.google.com/maps?q=INTERMOUNTAIN%20SEVIER%20VALLEY%20PHARMACY%2C1000%20N%20MAIN%20ST%2C+RICHFIELD%2C+UT+84701,UT,84701,DEA,Oct2018,"1000 N MAIN ST, RICHFIELD, UT 84701"
KAZAN PHARMACY,570 E MOQUI LANE,,"ESCALANTE, UT 84726",http://maps.google.com/maps?q=KAZAN%20PHARMACY%2C570%20E%20MOQUI%20LANE%2C+ESCALANTE%2C+UT+84726,UT,84726,DEA,Oct2018,"570 E MOQUI LANE, ESCALANTE, UT 84726"
MONUMENT VALLEY HEALTH CENTER,30 W MEDICAL DRIVE,,"MONUMENT VALLEY, UT 84536",http://maps.google.com/maps?q=MONUMENT%20VALLEY%20HEALTH%20CENTER%2C30%20W%20MEDICAL%20DRIVE%2C+MONUMENT%20VALLEY%2C+UT+84536,UT,84536,DEA,Oct2018,"30 W MEDICAL DRIVE, MONUMENT VALLEY, UT 84536"
"PAROWAN DRUG & GIFT, INC.",20 NORTH MAIN STREET,PO BOX 1225,"PAROWAN, UT 84761",http://maps.google.com/maps?q=PAROWAN%20DRUG%20%20GIFT%20INC%2C20%20NORTH%20MAIN%20STREET%2C+PAROWAN%2C+UT+84761,UT,84761,DEA,Oct2018,"20 NORTH MAIN STREET, PO BOX 1225, PAROWAN, UT 84761"
SERVICE DRUG,40 NORTH MAIN STREET,,"FILLMORE, UT 84631",http://maps.google.com/maps?q=SERVICE%20DRUG%2C40%20NORTH%20MAIN%20STREET%2C+FILLMORE%2C+UT+84631,UT,84631,DEA,Oct2018,"40 NORTH MAIN STREET, FILLMORE, UT 84631"
"STAPLEY PHARMACY, INC.",102 EAST CITY CENTER,,"ST. GEORGE, UT 84770",http://maps.google.com/maps?q=STAPLEY%20PHARMACY%20INC%2C102%20EAST%20CITY%20CENTER%2C+ST.%20GEORGE%2C+UT+84770,UT,84770,DEA,Oct2018,"102 EAST CITY CENTER, ST. GEORGE, UT 84770"
"STAPLEY PHARMACY, INC.",167 E. MAIN ST.,P O  BOX 1057,"ENTERPRISE, UT 84725",http://maps.google.com/maps?q=STAPLEY%20PHARMACY%20INC%2C167%20E.%20MAIN%20ST.%2C+ENTERPRISE%2C+UT+84725,UT,84725,DEA,Oct2018,"167 E. MAIN ST., P O BOX 1057, ENTERPRISE, UT 84725"
TOWNSHIP PHARMACY,108 W 1325 N,,"CEDAR CITY, UT 84721",http://maps.google.com/maps?q=TOWNSHIP%20PHARMACY%2C108%20W%201325%20N%2C+CEDAR%20CITY%2C+UT+84721,UT,84721,DEA,Oct2018,"108 W 1325 N, CEDAR CITY, UT 84721"
TUBA CITY REGIONAL HEALTH CARE CORPORATION,3 MILES SOUTH COPPERMINE ROAD,PO BOX 4810,"PAGE, AZ 86040",http://maps.google.com/maps?q=TUBA%20CITY%20REGIONAL%20HEALTH%20CARE%20CORPORATION%2C3%20MILES%20SOUTH%20COPPERMINE%20ROAD%2C+PAGE%2C+AZ+86040,AZ,86040,DEA,Oct2018,"3 MILES SOUTH COPPERMINE ROAD, PO BOX 4810, PAGE, AZ 86040"
U S P H S INDIAN HEALTH CTR,PO BOX 368,,"KAYENTA, AZ 86033",http://maps.google.com/maps?q=U%20S%20P%20H%20S%20INDIAN%20HEALTH%20CTR%2CPO%20BOX%20368%2C+KAYENTA%2C+AZ+86033,AZ,86033,DEA,Oct2018,"PO BOX 368, KAYENTA, AZ 86033"
UTAH NAVAJO COMMUNITY HEALTH CENTER BRANCH PHARMAC,2 RAINBOW ROAD,,"NAVAJO MOUNTAIN, UT 84536",http://maps.google.com/maps?q=UTAH%20NAVAJO%20COMMUNITY%20HEALTH%20CENTER%20BRANCH%20PHARMAC%2C2%20RAINBOW%20ROAD%2C+NAVAJO%20MOUNTAIN%2C+UT+84536,UT,84536,DEA,Oct2018,"2 RAINBOW ROAD, NAVAJO MOUNTAIN, UT 84536"
WAYNE COMMUNITY HEALTH CENTER,PHARMACY,128 SOUTH 300 WEST,"BICKNELL, UT 84715",http://maps.google.com/maps?q=WAYNE%20COMMUNITY%20HEALTH%20CENTER%2CPHARMACY%2C+BICKNELL%2C+UT+84715,UT,84715,DEA,Oct2018,"PHARMACY, 128 SOUTH 300 WEST, BICKNELL, UT 84715"
"ZIONS PHARMACY SERVICES, LLC",14 E CENTER ST,,"KANAB, UT 84741",http://maps.google.com/maps?q=ZIONS%20PHARMACY%20SERVICES%20LLC%2C14%20E%20CENTER%20ST%2C+KANAB%2C+UT+84741,UT,84741,DEA,Oct2018,"14 E CENTER ST, KANAB, UT 84741"
355TH MDG SATELLITE PHARMACY,5405 E GRANITE ST BLDG 2527,,"DAVIS MONTHAN AFB, AZ 85707",http://maps.google.com/maps?q=TH%20MDG%20SATELLITE%20PHARMACY%2C5405%20E%20GRANITE%20ST%20BLDG%202527%2C+DAVIS%20MONTHAN%20AFB%2C+AZ+85707,AZ,85707,DEA,Oct2018,"5405 E GRANITE ST BLDG 2527, DAVIS MONTHAN AFB, AZ 85707"
"ARIZONA CVS STORES, L.L.C.",3440 WEST GLENDALE AVE,,"PHOENIX, AZ 85051",http://maps.google.com/maps?q=ARIZONA%20CVS%20STORES%20LLC%2C3440%20WEST%20GLENDALE%20AVE%2C+PHOENIX%2C+AZ+85051,AZ,85051,DEA,Oct2018,"3440 WEST GLENDALE AVE, PHOENIX, AZ 85051"
"ARIZONA CVS STORES, L.L.C.",3785 WEST INA RD.,,"TUCSON, AZ 85741",http://maps.google.com/maps?q=ARIZONA%20CVS%20STORES%20LLC%2C3785%20WEST%20INA%20RD.%2C+TUCSON%2C+AZ+85741,AZ,85741,DEA,Oct2018,"3785 WEST INA RD., TUCSON, AZ 85741"
BANNER FAMILY PHARMACY - ESTRELLA,9201 W THOMAS ROAD,,"PHOENIX, AZ 85037",http://maps.google.com/maps?q=BANNER%20FAMILY%20PHARMACY%20%20ESTRELLA%2C9201%20W%20THOMAS%20ROAD%2C+PHOENIX%2C+AZ+85037,AZ,85037,DEA,Oct2018,"9201 W THOMAS ROAD, PHOENIX, AZ 85037"
BANNER FAMILY PHARMACY - GATEWAY,1900 N HIGLEY RD,,"GILBERT, AZ 85234",http://maps.google.com/maps?q=BANNER%20FAMILY%20PHARMACY%20%20GATEWAY%2C1900%20N%20HIGLEY%20RD%2C+GILBERT%2C+AZ+85234,AZ,85234,DEA,Oct2018,"1900 N HIGLEY RD, GILBERT, AZ 85234"
BANNER FAMILY PHARMACY - MD ANDERSON,2946 E BANNER GATEWAY DRIVE,,"GILBERT, AZ 85234",http://maps.google.com/maps?q=BANNER%20FAMILY%20PHARMACY%20%20MD%20ANDERSON%2C2946%20E%20BANNER%20GATEWAY%20DRIVE%2C+GILBERT%2C+AZ+85234,AZ,85234,DEA,Oct2018,"2946 E BANNER GATEWAY DRIVE, GILBERT, AZ 85234"
BANNER FAMILY PHARMACY - UNIVERSITY MED CTR TUCSON,1501 N CAMPBELL AVE,,"TUCSON, AZ 85724",http://maps.google.com/maps?q=BANNER%20FAMILY%20PHARMACY%20%20UNIVERSITY%20MED%20CTR%20TUCSON%2C1501%20N%20CAMPBELL%20AVE%2C+TUCSON%2C+AZ+85724,AZ,85724,DEA,Oct2018,"1501 N CAMPBELL AVE, TUCSON, AZ 85724"
