name,source,address,postal,state,lat,lng,city
"HOLIDAY CVS, L.L.C.",DEA,"3501 54TH AVE S, SAINT PETERSBURG, FL 33711",33711,FL,,,SAINT PETERSBURG
"HOLIDAY CVS, L.L.C.",DEA,"2200 34TH STREET NORTH, SAINT PETERSBURG, FL 33713",33713,FL,27.7923966,-82.68014079999999,SAINT PETERSBURG
"ST. VINCENT SALEM HOSPITAL, INC.",DEA,"911 NORTH SHELBY STREET, SALEM, IN 47167",47167,IN,,,SALEM
SALEM HEALTH,DEA,"665 WINTER STREET SE, SALEM, OR 97301",97301,OR,,,SALEM
WALGREEN CO.,DEA,"1992 LANCASTER DRIVE NE, SALEM, OR 97305",97305,OR,44.9534539,-122.982918,SALEM
KAISER PERMANENTE,DEA,"5125 SKYLINE ROAD SOUTH, SALEM, OR 97306",97306,OR,44.8824655,-123.0721459,SALEM
CARILION CLINIC PHARMACY SALEM,DEA,"3737 W. MAIN ST, STE 106, SALEM, VA 24153",24153,VA,,,SALEM
INTERMOUNTAIN NORTH SEVIER,DEA,"530 NORTH 250 WEST, SALINA, UT 84654",84654,UT,38.96472199999999,-111.8626344,SALINA
A & O SPECIALTY PHARMACY,DEA,"536 ABBOTT ST., SALINAS, CA 93901",93901,CA,,,SALINAS
ALLCARE PHARMACY,DEA,"331 MAIN STREET, SALINAS, CA 93901",93901,CA,36.6730012,-121.654349,SALINAS
"LONGS DRUG STORES CALIFORNIA, L.L.C.",DEA,"1140 S MAIN ST, SALINAS, CA 93901",93901,CA,36.65990970000001,-121.6601503,SALINAS
W-S ASSOCIATES INC,DEA,"T/A APPLE DISCOUNT DRUGS, 404A N. FRUITLAND BLVD., SALISBURY, MD 21801",21801,MD,38.3309895,-75.61396479999999,SALISBURY
PEMBERTON PHARMACY & GIFT,DEA,"1147 PEMBERTON DR, SALISBURY, MD 21801",21801,MD,38.36802,-75.6177228,SALISBURY
MT HERMON DISCOUNT PHARMACY,DEA,"337 CIVIC AVE SUITE 20, SALISBURY, MD 21804",21804,MD,38.366196,-75.57092109999999,SALISBURY
NOVANT HEALTH PHARMACY SERVICES LLC,DEA,"911 WEST HENDERSON STREET, SUITE L 20, SALISBURY, NC 28144",28144,NC,35.6827502,-80.4699528,SALISBURY
INTERMOUNTAIN SALT LAKE CLINIC PHARMACY,DEA,"389 SOUTH 900 EAST, SALT LAKE CITY, UT 84102",84102,UT,40.76119449999999,-111.8644898,SALT LAKE CITY
CD PHARMACY LLC,DEA,"ATTN: EDDIE NORRIS, 450 SOUTH 900 EAST, SUITE 150, SALT LAKE CITY, UT 84102",84102,UT,,,SALT LAKE CITY
IHC HEALTH CTR PHARMACY MEMORIAL,DEA,"2000 SOUTH 900 EAST, SALT LAKE CITY, UT 84105",84105,UT,40.7271372,-111.8658802,SALT LAKE CITY
UNIVERSITY OF UTAH,DEA,"590 WAKARA WAY, SUITE 2146, SALT LAKE CITY, UT 84108",84108,UT,40.756353,-111.833114,SALT LAKE CITY
VRX PHARMACY DBA: VRX PHARMACY @ CITY CREEK,DEA,"50 EAST SOUTH TEMPLE, SUITE 145, SALT LAKE CITY, UT 84111",84111,UT,40.76975180000001,-111.8894026,SALT LAKE CITY
HARMON CITY INC. D/B/A HARMONS PHARMACY CITY CREEK,DEA,"135 EAST 100 SOUTH, SALT LAKE CITY, UT 84111",84111,UT,40.7677086,-111.8870624,SALT LAKE CITY
UNIVERSITY OF UTAH,DEA,"555 FOOTHILL BLVD., SUITE 396, SALT LAKE CITY, UT 84112",84112,UT,40.75803490000001,-111.8360788,SALT LAKE CITY
UNIVERSITY OF UTAH HUNTSMAN OUTPATIENT PHARMACY,DEA,"1950 CIRCLE OF HOPE, SALT LAKE CITY, UT 84112",84112,UT,40.7733636,-111.8348931,SALT LAKE CITY
IHC HEALTH SERVICES INC,DEA,"OUTPATIENT PHARMACY, 100 NORTH MARIO CAPECCHI DRIVE, SALT LAKE CITY, UT 84113",84113,UT,,,SALT LAKE CITY
UNIVERSITY OF UTAH,DEA,"ATTN: CARRI LYN PALMER, PERSON IN CHARGE, 1525 WEST 2100 SOUTH, SALT LAKE CITY, UT 84119",84119,UT,,,SALT LAKE CITY
"ACUPHARM, LLC",DEA,"1018 WEST ATHERTON DRIVE, SUITE 202, SALT LAKE CITY, UT 84123",84123,UT,40.6719805,-111.9205356,SALT LAKE CITY
UNIVERSITY OF UTAH HOSPITAL,DEA,"50 NORTH MEDICAL DRIVE, ROOM W1600, SALT LAKE CITY, UT 84132",84132,UT,40.7716956,-111.836808,SALT LAKE CITY
LDS OUTPATIENT PHARMACY,DEA,"8TH AVE & C ST, SALT LAKE CITY, UT 84143",84143,UT,40.7525375,-73.9932029,SALT LAKE CITY
"OMEGAMARG PHARMACY, INC",DEA,"121 TUNSTEAD AVENUE, SAN ANSELMO, CA 94960",94960,CA,37.9740316,-122.5630157,SAN ANSELMO
RITE AWAY PHARMACY & MEDICAL SUPPLY,DEA,"2235 THOUSAND OAKS DR, #102, SAN ANTONIO, TX 78232",78232,TX,,,SAN ANTONIO
WALGREEN CO.,DEA,"14025 NACOGDOCHES RD, SAN ANTONIO, TX 78247",78247,TX,,,SAN ANTONIO
KAISER PERMANENTE PHARM 357,DEA,"901 EL CAMINO REAL, SAN BRUNO, CA 94066",94066,CA,37.6309801,-122.4184916,SAN BRUNO
KAISER FOUND HLTH PLAN,DEA,"KFHP BAYHILL PHARMACY #353, 801 TRAEGER AVE, SAN BRUNO, CA 94066",94066,CA,,,SAN BRUNO
COMMUNITY MEDICAL CENTER PHARMACY,DEA,"610 GATEWAY CENTER WAY, STE A - E, SAN DIEGO, CA 92102",92102,CA,32.7120036,-117.1130667,SAN DIEGO
WALGREEN CO.,DEA,"3222 UNIVERSITY AVENUE, SAN DIEGO, CA 92104",92104,CA,32.7488042,-117.1248476,SAN DIEGO
MEDICAL CENTER PHARMACY,DEA,"4074 FAIRMONT AVENUE, SAN DIEGO, CA 92105",92105,CA,,,SAN DIEGO
KAISER PERMANENTE PHRMCY 217,DEA,"KFHP VANDEVER 1ST FLR PHARMACY, 4405 VANDEVER STREET 1ST FLOOR, SAN DIEGO, CA 92120",92120,CA,32.7872448,-117.1001766,SAN DIEGO
WALGREEN CO.,DEA,"10787 CAMINO RUIZ, SAN DIEGO, CA 92126",92126,CA,32.9148923,-117.1435187,SAN DIEGO
USN- NAVAL HOSPITAL,DEA,"PHARMACY DEPARTMENT, 34800 BOB WILSON DRIVE, SAN DIEGO, CA 92134",92134,CA,32.7273526,-117.1458916,SAN DIEGO
USMC- BMC MARINE RECRUIT DEPOT,DEA,"35000 GUADALCANAL AVE. BLDG 596, MARINE CORPS RECRUIT DEPOT PHARMACY, SAN DIEGO, CA 92140",92140,CA,32.7443287,-117.1952337,SAN DIEGO
CHIEF PHARM SERVICES,DEA,"PO BOX 130, INTERSTATE 40 EXIT 102, SAN FIDEL, NM 87049",87049,NM,,,SAN FIDEL
SCRIPTDASH INC.,DEA,"1400 TENNESSEE STREET UNIT 2, SAN FRANCISCO, CA 94107",94107,CA,37.7539319,-122.3889799,SAN FRANCISCO
CLAY MED PHARMACY & MEDICAL,DEA,"929 CLAY STREET, 103, SAN FRANCISCO, CA 94108",94108,CA,,,SAN FRANCISCO
WALGREEN CO.,DEA,"1189 POTRERO AVE, SAN FRANCISCO, CA 94110",94110,CA,37.7533159,-122.406087,SAN FRANCISCO
"MISSION WELLNESS HEALTHCARE, LLC",DEA,"2424 MISSION STREET, SAN FRANCISCO, CA 94110",94110,CA,,,SAN FRANCISCO
SF GENERAL HOSPITAL MED CEN,DEA,"DEPT OF PHARMACY ROOM 1P2, 1001 POTRERO AVE, SAN FRANCISCO, CA 94110",94110,CA,,,SAN FRANCISCO
WALGREEN CO.,DEA,"275 SACRAMENTO ST, SAN FRANCISCO, CA 94111",94111,CA,,,SAN FRANCISCO
CENTRAL DRUG COMPANY,DEA,"4494 MISSION STREET, SAN FRANCISCO, CA 94112",94112,CA,37.725979,-122.434164,SAN FRANCISCO
AIDS HEALTHCARE FOUNDATION DBA AHF PHARMACY,DEA,"4071 18TH STR., SAN FRANCISCO, CA 94114",94114,CA,,,SAN FRANCISCO
WALGREEN CO.,DEA,"498 CASTRO ST, SAN FRANCISCO, CA 94114",94114,CA,,,SAN FRANCISCO
POST DIVISADERO MEDICAL PHCY,DEA,"2299 POST STREET, SUITE 109, SAN FRANCISCO, CA 94115",94115,CA,,,SAN FRANCISCO
CHARLIES DRUGS,DEA,"1101 FILLMORE STREET, SAN FRANCISCO, CA 94115",94115,CA,,,SAN FRANCISCO
KAISER FOUNDATION HEALTH,DEA,"PLAN PHARMACY, 2238 GEARY BLVD. 1ST FLOOR, SAN FRANCISCO, CA 94115",94115,CA,37.7808619,-122.4638081,SAN FRANCISCO
NEMS - CLEMENT PHARMACY,DEA,"1019 CLEMENT ST, SAN FRANCISCO, CA 94118",94118,CA,37.782465,-122.470287,SAN FRANCISCO
KAISER FOUNDATION HEALTH PLAN,DEA,"KFHP FRENCH O/P PHARMACY #322, 4141 GEARY BLVD FIRST FLOOR, SAN FRANCISCO, CA 94118",94118,CA,37.7808619,-122.4638081,SAN FRANCISCO
WALGREEN CO.,DEA,"5280 GEARY BLVD, SAN FRANCISCO, CA 94118",94118,CA,,,SAN FRANCISCO
NEMS-NORIEGA PHARMACY,DEA,"1400 NORIEGA STREET, SAN FRANCISCO, CA 94122",94122,CA,,,SAN FRANCISCO
"RELIABLE REXALL SUNSET PHARMACY, INC",DEA,"801 IRVING STREET, SAN FRANCISCO, CA 94122",94122,CA,37.7638984,-122.4665391,SAN FRANCISCO
WALGREEN CO.,DEA,"3201 DIVISADERO ST, SAN FRANCISCO, CA 94123",94123,CA,37.7992055,-122.4430058,SAN FRANCISCO
STUDENT HLTH SERVICE PHARMACY,DEA,"SAN FRANCISCO STATE UNIVERSITY, 1600 HOLLOWAY AVE, SAN FRANCISCO, CA 94132",94132,CA,37.721897,-122.4782094,SAN FRANCISCO
CHINESE HOSPITAL ASSN INC,DEA,"845 JACKSON STREET, SAN FRANCISCO, CA 94133",94133,CA,37.7954781,-122.4091832,SAN FRANCISCO
NORTH EAST MEDICAL SERVICES,DEA,"1520 STOCKTON STREET, SAN FRANCISCO, CA 94133",94133,CA,37.7999538,-122.4087581,SAN FRANCISCO
VISITACION VALLEY PHARMACY,DEA,"100 LELAND AVE, SAN FRANCISCO, CA 94134",94134,CA,,,SAN FRANCISCO
KAISER PERMANENTE PHARMACY #941,DEA,"1600 OWENS ST, 1ST FLOOR, SAN FRANCISCO, CA 94158",94158,CA,37.7682545,-122.3954153,SAN FRANCISCO
FRIENDLY PHARMACY INC,DEA,"485 LEWIS RD, SUITE D, SAN JOSE, CA 95111",95111,CA,,,SAN JOSE
SENTER PHARMACY INC.,DEA,"2643-A SENTER ROAD, STE A, SAN JOSE, CA 95111",95111,CA,,,SAN JOSE
MEDEX DRUGS,DEA,"401-405 EAST SANTA CLARA ST, SAN JOSE, CA 95113",95113,CA,,,SAN JOSE
LOS ALAMITOS PHARMACY INC,DEA,"115 N. JACKSON AVENUE #103, SAN JOSE, CA 95116",95116,CA,37.3612384,-121.8466454,SAN JOSE
KING PHARMACY DME,DEA,"TIFFANY THU LAM, 2323 MONTPELIER DRIVE SUITE D, SAN JOSE, CA 95116",95116,CA,,,SAN JOSE
"TT PHARMACY, INC",DEA,"1863 ALUM ROCK AVE STE A, SAN JOSE, CA 95116",95116,CA,37.35461530000001,-121.8530849,SAN JOSE
ALUM ROCK PHARMACY INC,DEA,"1855 ALUM ROCK AVE SUITE A, SAN JOSE, CA 95116",95116,CA,37.3542778,-121.853321,SAN JOSE
CURE PHARMACY INC DBA JACKSON MEDICAL PHARMACY,DEA,"266 N JACKSON AVE, #8, SAN JOSE, CA 95116",95116,CA,37.3646496,-121.8489227,SAN JOSE
KAISER PERMANENTE PHARMACY #634,DEA,"250 HOSPITAL PARKWAY, LOBBY FLOOR, ROOM 2015, SAN JOSE, CA 95119",95119,CA,,,SAN JOSE
KAISER FOUND HEALTH PLAN,DEA,"1 NORTH PHARMACY#631, 260 INTERNATIONAL CIRCLE, SAN JOSE, CA 95119",95119,CA,37.2409252,-121.7997676,SAN JOSE
SUN PHARMACY,DEA,"2559 S. KING ROAD STE B10, SAN JOSE, CA 95122",95122,CA,37.3193744,-121.823708,SAN JOSE
EVERGREEN PHARMACY,DEA,"2365 QUIMBY RD, STE #150, SAN JOSE, CA 95122",95122,CA,37.3251271,-121.8094396,SAN JOSE
TROPICANA DRUGS,DEA,"1167 SOUTH KING ROAD, SAN JOSE, CA 95122",95122,CA,37.3377779,-121.8429057,SAN JOSE
SAVCO PHARMACY,DEA,"455 OCONNOR DR, SUITE 190, SAN JOSE, CA 95128",95128,CA,,,SAN JOSE
BASCOM PHARMAACY LLC,DEA,"105 N BASCOM AVE #101, SUITE #101, SAN JOSE, CA 95128",95128,CA,37.3258471,-121.9327436,SAN JOSE
NEMS- LUNDY PHARMACY,DEA,"1870 LUNDY AVE, SAN JOSE, CA 95131",95131,CA,37.3928979,-121.8896932,SAN JOSE
"LONGS DRUG STORES CALIFORNIA, L.L.C.",DEA,"2514 BERRYESSA RD, SAN JOSE, CA 95132",95132,CA,37.3870002,-121.8586771,SAN JOSE
WALGREEN CO.,DEA,"350 N CAPITOL AVE, SAN JOSE, CA 95133",95133,CA,,,SAN JOSE
ICARE PHARMACY,DEA,"1727-B BERRYESSA RD, SAN JOSE, CA 95133",95133,CA,,,SAN JOSE
EVERGREEN PHARMACY,DEA,"2690 SOUTH WHITE RD, SUITE 200-A, SAN JOSE, CA 95148",95148,CA,37.329062,-121.7977121,SAN JOSE
SAN JOSE STATE UNIV PHARMACY,DEA,"STUDENT HEALTH SERVICES, 1 WASHINGTON SQUARE, SAN JOSE, CA 95192",95192,CA,37.334752,-121.8812071,SAN JOSE
WALGREEN CO.,DEA,"15500 WASHINGTON AVE, SAN LEANDRO, CA 94579",94579,CA,37.6859665,-122.1381125,SAN LEANDRO
KOHANA PHARMACY AND CENTER FOR,DEA,"181 TANK FARM ROAD, #120, SAN LUIS OBISPO, CA 93401",93401,CA,35.2462291,-120.6707536,SAN LUIS OBISPO
IMGRX SLO INC,DEA,"77 CASA ST STE 205, SAN LUIS OBISPO, CA 93405",93405,CA,35.2929271,-120.6653447,SAN LUIS OBISPO
CALIF POLYTECHNIC STATE UNIV,DEA,"HEALTH SERVICES PHARMACY, BLDG #27, SAN LUIS OBISPO, CA 93407",93407,CA,35.9058885,-79.0494961,SAN LUIS OBISPO
KAISER FOUND HEALTH PLAN INC,DEA,"DBA KAISER PERMENENTE PHCY 220, 400 CRAVEN RD, SAN MARCOS, CA 92069",92069,CA,33.1282871,-117.1701013,SAN MARCOS
SAN MATEO MEDICAL CENTER,DEA,"222 W. 39TH AVE, SAN MATEO, CA 94403",94403,CA,37.53126820000001,-122.2992982,SAN MATEO
KAISER PERMANENTE PHARMACY #339,DEA,"1000 FRANKLIN PKWY W  FLOOR 1, SAN MATEO, CA 94403",94403,CA,37.542882,-122.2911676,SAN MATEO
SAN MATEO NEIGHBORHOOD PHARMACY,DEA,"9 37TH AVENUE, SAN MATEO, CA 94403",94403,CA,37.5341156,-122.2948069,SAN MATEO
KFHP DOWNTOWN SAN RAFAEL,DEA,"PHARMACY NO 396, 1033 THIRD STREET, SAN RAFAEL, CA 94901",94901,CA,37.9719121,-122.5280602,SAN RAFAEL
KAISER FOUNDATION HOSP,DEA,"99 MONTECILLO RD, SAN RAFAEL, CA 94903",94903,CA,38.0043452,-122.5549508,SAN RAFAEL
MARIN MEDICAL PHARMACY,DEA,"NORTHGATE MEDICAL/DENTAL CTR, 750 LAS GALLINAS AVE #104, SAN RAFAEL, CA 94903",94903,CA,38.007116,-122.546304,SAN RAFAEL
NAHATA'DZIIL HEALTH CENTER,DEA,"CHIIH'TO BLVD, P.O. BOX 125, SANDERS, AZ 86512",86512,AZ,,,SANDERS
SANILAC SERVICES INC,DEA,"DBA SANILAC PHARMACY, 78 SOUTH ELK STREET, SANDUSKY, MI 48471",48471,MI,43.4196301,-82.8302381,SANDUSKY
"IHC HEALTH SERVICES, INC.",DEA,"9450 SOUTH 1300 EAST, SANDY, UT 84094",84094,UT,40.5795531,-111.8542365,SANDY
WALGREEN CO.,DEA,"1956 S HORNER BLVD, SANFORD, NC 27330",27330,NC,35.463759,-79.15171819999999,SANFORD
MEDICINE SHOPPE #793,DEA,"3605 STATE STREET, SANTA BARBARA, CA 93105",93105,CA,34.4400451,-119.7404216,SANTA BARBARA
KAISER PERMANENTE PHARMACY #442,DEA,"710 LAWRENCE EXPRESSWAY, 1ST FLOOR, SANTA CLARA, CA 95051",95051,CA,37.3363342,-121.9974591,SANTA CLARA
FUSION SPECIALTY PHARMACY,DEA,"1100 CANYON VIEW DR, SUITE C, SANTA CLARA, UT 84765",84765,UT,37.1272633,-113.6379322,SANTA CLARA
KAISER FOUNDATION HLTH PLN,DEA,"DBA KAISER PERMANENTE PHCY 281, 27107 TOURNEY RD, SANTA CLARITA, CA 91355",91355,CA,34.4157711,-118.5768383,SANTA CLARITA
WALGREEN CO.,DEA,"201 FRONT ST., SANTA CRUZ, CA 95060",95060,CA,36.969,-122.0242052,SANTA CRUZ
HORSNYDER PHARMACY,DEA,"1226 SOQUEL AVE, SANTA CRUZ, CA 95062",95062,CA,36.9799429,-122.0094699,SANTA CRUZ
WALGREEN CO.,DEA,"1718 SOQUEL AVENUE, SANTA CRUZ, CA 95062",95062,CA,36.9806593,-122.0020356,SANTA CRUZ
CHRISTUS ST. VINCENT OUTPATIENT PHARMACY,DEA,"465 ST. MICHAELS DR., SUITE 112, SANTA FE, NM 87505",87505,NM,35.6595117,-105.9470057,SANTA FE
WALGREEN CO.,DEA,"3298 CERRILLOS RD, SANTA FE, NM 87507",87507,NM,35.6494342,-106.0000293,SANTA FE
WALGREEN CO.,DEA,"2399 S BROADWAY, SANTA MARIA, CA 93454",93454,CA,34.9171924,-120.4367758,SANTA MARIA
"GARFIELD BEACH CVS, L.L.C.",DEA,"2505 SANTA MONICA BOULEVARD, SANTA MONICA, CA 90404",90404,CA,34.033391,-118.47548,SANTA MONICA
KAISER PERMANENTE PHRMCY 587,DEA,"3925 OLD REDWOOD HIGHWAY, SANTA ROSA, CA 95403",95403,CA,,,SANTA ROSA
WALGREEN CO.,DEA,"4610 SONOMA HWY, SANTA ROSA, CA 95409",95409,CA,38.4586077,-122.6728552,SANTA ROSA
WALGREEN CO.,DEA,"5800 BEE RIDGE ROAD, SARASOTA, FL 34233",34233,FL,27.2978785,-82.4552226,SARASOTA
USN- NAVAL BRANCH HEALTH CLINIC SARATOGA SPRINGS,DEA,"ONE WEST AVE, SUITE 230, SARATOGA SPRINGS, NY 12866",12866,NY,43.0846336,-73.8052107,SARATOGA SPRINGS
SAUGERTIES PHARMACY LLC,DEA,"250 MAIN ST, SAUGERTIES, NY 12477",12477,NY,42.0774729,-73.9532231,SAUGERTIES
"GUARDIAN PHARMACY OF MINNESOTA, LLC",DEA,"940 INDUSTRIAL DR S, SUITE 102, SAUK RAPIDS, MN 56379",56379,MN,,,SAUK RAPIDS
WALGREEN CO.,DEA,"700 EAST DERENNE AVE, SAVANNAH, GA 31405",31405,GA,,,SAVANNAH
ROBERT PACKER HOSPITAL,DEA,"ONE GUTHRIE SQUARE, SUITE EC101, SAYRE, PA 18840",18840,PA,41.9803903,-76.5199915,SAYRE
SYMBRIA RX SERVICES LLC,DEA,"350 W. SCHAUMBURG ROAD, SUITE PWD, SCHAUMBURG, IL 60194",60194,IL,,,SCHAUMBURG
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",DEA,"1400 ALTAMONT AVE, SCHENECTADY, NY 12303",12303,NY,42.78259,-73.9417917,SCHENECTADY
WALGREEN CO.,DEA,"651 W. US HWY 30, SCHERERVILLE, IN 46375",46375,IN,41.4899108,-87.4678337,SCHERERVILLE
US ARMY-SCHERTZ MEDICAL HOME PHARMACY,DEA,"6051 FM 3009, SUITE 210, SCHERTZ, TX 78154",78154,TX,29.6068049,-98.2818207,SCHERTZ
PALCO PHARMACY,DEA,"SUITE D, PO BOX 157, SCOTIA, CA 95565",95565,CA,,,SCOTIA
SCOTLAND PHARMACY,DEA,"620 BILLARS ST, SCOTLAND, SD 57059",57059,SD,43.1484431,-97.7278137,SCOTLAND
USAF- SCOTT AFB MEDICAL CENTER,DEA,"310 W. LOSEY BLDG 1530, CLINIC PHARMACY, SCOTT AFB, IL 62225",62225,IL,38.543867,-89.87147499999999,SCOTT AFB
SCOTT CITY PHARMACY CHARTERED,DEA,"102 ALBERT AVE, SCOTT CITY, KS 67871",67871,KS,38.4662162,-100.9067344,SCOTT CITY
INSTITUTIONAL PHARMACIES OF LOUISIANA,DEA,"106 ABIGAYLE'S ROW, SCOTT, LA 70583",70583,LA,,,SCOTT
WALGREEN CO.,DEA,"210 MT HERMON RD, SCOTTS VALLEY, CA 95066",95066,CA,37.0456008,-122.026407,SCOTTS VALLEY
WALGREEN ARIZONA DRUG CO.,DEA,"6501 E GREENWAY PKWY BLDG 1, SCOTTSDALE, AZ 85254",85254,AZ,33.624157,-111.9424275,SCOTTSDALE
RANCH PHARMACY,DEA,"10769 N FRANK LLOYD WRIGHT BLVD, # A-100, SCOTTSDALE, AZ 85259",85259,AZ,,,SCOTTSDALE
MAYO PHARMACY SCOTTSDALE,DEA,"13400 E SHEA BLVD, SCOTTSDALE, AZ 85259",85259,AZ,33.5860012,-111.7940839,SCOTTSDALE
CARESITE PHARMACY,DEA,"531 MT. PLEASANT DRIVE, SCRANTON, PA 18503",18503,PA,41.4183746,-75.6719529,SCRANTON
"PENNSYLVANIA CVS PHARMACY, L.L.C.",DEA,"1101 MOOSIC ST., SCRANTON, PA 18505",18505,PA,,,SCRANTON
COMMUNITY MED CTR PHARMACY,DEA,"1822 MULBERRY ST, SCRANTON, PA 18510",18510,PA,41.4001603,-75.64593459999999,SCRANTON
HAPPY HARRY'S INC.,DEA,"22898 SUSSEX HWY, SEAFORD, DE 19973",19973,DE,38.6614728,-75.5946879,SEAFORD
WALGREEN CO.,DEA,"200 E RACE AVE, SEARCY, AR 72143",72143,AR,,,SEARCY
WALGREEN CO.,DEA,"1055 FREMONT BLVD, SEASIDE, CA 93955",93955,CA,36.5997713,-121.8506701,SEASIDE
PROVIDENCE HEALTH & SERVICES - OREGON,DEA,"725  S. WAHANNA ROAD, SEASIDE, OR 97138",97138,OR,45.988946,-123.911639,SEASIDE
HEALTHPOINT SEATAC PHARMACY,DEA,"4040 188TH ST, STE 201, SEATAC, WA 98188",98188,WA,47.4347675,-122.2824819,SEATAC
QFC PHARMACY 816,DEA,"600 NW RICHMOND BEACH ROAD, SEATLLE, WA 98177",98177,WA,,,SEATLLE
VIRGINIA MASON LINDEMAN,DEA,"1201 TERRY AVE, MAIL STOP X2-PN, SEATTLE, WA 98101",98101,WA,,,SEATTLE
VIRGINIA MASON BUCK,DEA,"1100 NINTH AVE CI-PO, SEATTLE, WA 98101",98101,WA,,,SEATTLE
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"CITY CENTER BUILDING, 1420 5TH AVE, STE 375, SEATTLE, WA 98101",98101,WA,,,SEATTLE
QFC PHARMACY #887,DEA,"417 BROADWAY EAST, SEATTLE, WA 98102",98102,WA,47.622525,-122.3213748,SEATTLE
UNION CENTER PHARMACY,DEA,"2324 EASTLAKE AVE E., SUITE 405, SEATTLE, WA 98102",98102,WA,47.6404692,-122.3255263,SEATTLE
"ALEXANDRIA DRUGS, LLC",DEA,"515 MINOR AVE, SUITE# 120, SEATTLE, WA 98104",98104,WA,,,SEATTLE
SWEDISH ARNOLD PAVILION PHARMACY,DEA,"1221 MADISON ST, 3RD FLOOR, STE 03AR34, SEATTLE, WA 98104",98104,WA,47.610072,-122.3225686,SEATTLE
HARBORVIEW MEDICAL CENTER OUTPATIENT PHARMACY,DEA,"325 NINTH AVE, MAILSTOP 359912, SEATTLE, WA 98104",98104,WA,,,SEATTLE
HARBORVIEW NINTH AND JEFFERSON PHARMACY,DEA,"908 JEFFERSON STREET, HARBORVIEW MEDICAL CENTER MS 359912, SEATTLE, WA 98104",98104,WA,47.60534130000001,-122.3237501,SEATTLE
INTERNATIONAL COMM HLTH SRVCS,DEA,"INTERNATIONAL DISTRICT CLINIC, 720 8TH AVE S SUITE 100, SEATTLE, WA 98104",98104,WA,,,SEATTLE
KELLEY-ROSS PHARMACY,DEA,"904 7TH AVE #103, SEATTLE, WA 98104",98104,WA,40.7658067,-73.9801347,SEATTLE
QFC PHARMACY #807,DEA,"2746 NE 45TH, SEATTLE, WA 98105",98105,WA,,,SEATTLE
UNIV OF WA MED CENTER,DEA,"4245 ROOSEVELT WAY NE,, BOX 356015, SEATTLE, WA 98105",98105,WA,47.8730645,-122.0083895,SEATTLE
SEA-MAR COMMUNITY HEALTH CTR,DEA,"8800 14TH AVE SOUTH, SEATTLE, WA 98108",98108,WA,,,SEATTLE
QFC PHARMACY 881,DEA,"500 MERCER ST., SEATTLE, WA 98109",98109,WA,47.624734,-122.3472256,SEATTLE
SEATTLE CANCER CARE ALLIANCE,DEA,"825 EASTLAKE AVENUE EAST, MAILSTOP G5-900, SEATTLE, WA 98109",98109,WA,,,SEATTLE
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"125 16TH AVE E, SEATTLE, WA 98112",98112,WA,47.6189566,-122.312386,SEATTLE
COUNTRY DOCTOR COMMUNITY HEALTH CLINIC PHARMACY,DEA,"500 19TH AVE E, SEATTLE, WA 98112",98112,WA,47.623362,-122.307027,SEATTLE
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"201 16TH AVE EAST, PHARMACY OFFICE, #CMB DB19, SEATTLE, WA 98112",98112,WA,39.7421379,-104.8349705,SEATTLE
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"9800 4TH AVE N.E., SEATTLE, WA 98115",98115,WA,,,SEATTLE
QFC PHARMACY #883,DEA,"4550 42ND AVENUE SW, SEATTLE, WA 98116",98116,WA,47.5613012,-122.3850988,SEATTLE
QFC PHARMACY 872,DEA,"9999 HOLMAN ROAD NW, SEATTLE, WA 98117",98117,WA,,,SEATTLE
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"5316 RAINIER AVENUE SOUTH, SEATTLE, WA 98118",98118,WA,47.5542217,-122.2797171,SEATTLE
HOLLY PARK CLINIC PHARMACY,DEA,"3815 S. OTHELLO ST, 2ND FL, SEATTLE, WA 98118",98118,WA,47.53682360000001,-122.2840144,SEATTLE
PUBLIC HEALTH,DEA,"2124 FOURTH AVENUE, SEATTLE, WA 98121",98121,WA,,,SEATTLE
SWEDISH MEDICAL CENTER CHERRY HILL,DEA,"500 17TH AVE, SEATTLE, WA 98122",98122,WA,47.6072783,-122.3101639,SEATTLE
CAROLYN DOWNS FAMILY MEDICAL CENTER PHARMACY,DEA,"2101 E YESLER WAY, SEATTLE, WA 98122",98122,WA,,,SEATTLE
QFC PHARMACY #866,DEA,"11100 ROOSEVELT WAY NE, SEATTLE, WA 98125",98125,WA,47.7093705,-122.3172242,SEATTLE
NORTHWEST PRESCRIPTIONS & MEDICAL SUPPLY,DEA,"1536 NORTH 115TH STREET, SUITE 100, SEATTLE, WA 98133",98133,WA,47.7127109,-122.3376473,SEATTLE
COSTCO WHOLESALE CORPORATION,DEA,"DBA COSTCO PHARMACY#1, 4401 4TH AVENUE SOUTH, SEATTLE, WA 98134",98134,WA,46.8432475,-96.8884377,SEATTLE
SEATTLE INDIAN HEALTH BOARD,DEA,"611 12TH AVE S, STE 200, SEATTLE, WA 98144",98144,WA,47.59714719999999,-122.3179521,SEATTLE
