Business Name,Address 1,Address 2,"City,State,Zip"
RICHFORD HEALTH CENTER INC,44 MAIN STREET,SUITE 201,"RICHFORD, VT 05476"
KAISER FOUNDATION HOSP INCS,KFH O/P HOSPITAL PHARMACY #123,"901 NEVIN AVE, MOB ADDITION","RICHMOND, CA 94801"
CZ SERVICES,860 HARBOUR WAY SOUTH,SUITE E,"RICHMOND, CA 94804"
BAPTIST HEALTH RICHMOND PROFESSIONAL PHARMACY,793 EASTERN BY-PASS,STE G-1,"RICHMOND, KY 40475"
GOOD HEALTH PHARMACY AT RICHMOND COMMUNITY,1510 N. 28TH STREET,SUITE 100,"RICHMOND, VA 23223"
WALGREEN CO.,3715 MECHANICSVILLE TURNPIKE,,"RICHMOND, VA 23223"
ST MARY'S COMMUNITY PHARMACY,5801 BREMO ROAD,,"RICHMOND, VA 23226"
RICHMOND APOTHECARIES INC,T/A BREMO PHARMACY INC,2024 STAPLES MILL RD,"RICHMOND, VA 23230"
BON SECOURS GOOD HEALTH PHARMACY AT REYNOLDS,6900 FOREST AVENUE,SUITE 100,"RICHMOND, VA 23230"
VCU STUDENT HEALTH PHARMACY,SUITE 2200,P.O.BOX 842022,"RICHMOND, VA 23284"
"LONGS DRUGS OF RIDGELAND, SC, INC",7752 WEST MAIN STREET,P.O. BOX 2188,"RIDGELAND, SC 29936"
JAN PHARMA INC,311 ST. NICHOLAS AVENUE,,"RIDGEWOOD, NY 11385"
RIDGWAY PHARMACY,570 PALOMINO TRAIL,PO BOX 1190,"RIDGWAY, CO 81432"
GRAND RIVER MEDICAL CENTER,ATTN: PHARMACY,501 AIRPORT ROAD,"RIFLE, CO 81650"
TETON PHARMACY OF RIGBY,"527 RIGBY LAKE DRIVE, SUITE C",,"RIGBY, ID 83442"
WALGREEN CO.,4051 SOUTHERN BOULEVARD SE,,"RIO RANCHO, NM 87124"
UNM SANDOVAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,,"RIO RANCHO, NM 87144"
RIPON MEDICAL CENTER,845 PARKSIDE STREET,,"RIPON, WI 54971"
RITZVILLE DRUG COMPANY,209 W MAIN,PO BOX 43,"RITZVILLE, WA 99169"
"GARFIELD BEACH CVS, L.L.C.",8280 MAGNOLIA AVE.,,"RIVERSIDE, CA 92504"
KAISER FOUNDATION HOSPITAL,10800 MAGNOLIA AVENUE,,"RIVERSIDE, CA 92505"
WALGREEN CO.,8044 LIMONITE AVE,,"RIVERSIDE, CA 92509"
UI HEALTH CARE - RIVER CROSSING PHARMACY,3056 RIVER CROSSING COURT,SUITE A,"RIVERSIDE, IA 52327"
INTERMOUNTAIN SOUTHRIDGE PHARMACY,3723 WEST 12600 SOUTH,SUITE 170,"RIVERTON, UT 84065"
"HOLIDAY CVS, L.L.C.",10623 GIBSONTON DR,,"RIVERVIEW, FL 33569"
WALGREEN CO.,4841 WILLIAMSON ROAD NW,,"ROANOKE, VA 24012"
MEDICAL CENTER PHARMACY INC,2001 CRYSTAL SPRING DRIVE,SUITE 110,"ROANOKE, VA 24014"
NORTH MEMORIAL MEDICAL CENTER,PHARMACY,3300 OAKDALE AVE NORTH,"ROBBINSDALE, MN 55422"
LEE DRUG STORE,18530 FLORIDA ST,PO BOX 929,"ROBERTSDALE, AL 36567"
USAF- ROBINS AFB HOSPITAL,655 7TH STREET,BUILDING 700,"ROBINS AFB, GA 31098"
ROCHELLE COMMUNITY HOSPITAL ASSOC,900 N 2ND ST,,"ROCHELLE, IL 61068"
THRIFTY WHITE PHARMACY #786,2018 15TH ST NW,,"ROCHESTER, MN 55901"
"WALGREEN EASTERN CO., INC.",104 S MAIN STREET,,"ROCHESTER, NH 03867"
"TRILLIUM HEALTH, INC.",259 MONROE AVE.,ATTN: SUPERVISING PHARMACIST,"ROCHESTER, NY 14607"
MEDICAL ADMIN ASSOC INC,777 SOUTH  CLINTON AVENUE,,"ROCHESTER, NY 14620"
HIGHLAND HOSPITAL OF ROCHESTER,1000 SOUTH AVENUE,1ST FLOOR,"ROCHESTER, NY 14620"
STRONG MEMORIAL HOSPITAL-UNIV OF ROCHESTER,2613 WEST HENRIETTA ROAD,C/O PHARMACY,"ROCHESTER, NY 14623"
STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVENUE BOX 638,OUTPATIENT PHARMACY,"ROCHESTER, NY 14642"
SDJA CORPORATION,PO BOX 777,ATTN: SUPERVISING PHARMACIST,"ROCK HILL, NY 12775"
"SOUTH CAROLINA CVS PHARMACY, L.L.C.",2707 CELANESE RD.,,"ROCK HILL, SC 29732"
CAROLINA PHARMACY,725 CHERRY ROAD,SUITE 103,"ROCK HILL, SC 29732"
US ARMY- HEALTH CLINIC PHARMACY,PHARMACY,ROCK ISLAND ARSENAL,"ROCK ISLAND, IL 61299"
LEWIS FAMILY DRUG #61,106 N. BOONE STREET,,"ROCK RAPIDS, IA 51246"
WALGREEN CO.,70 GATEWAY BLVD,,"ROCK SPRINGS, WY 82901"
"LEWIS FAMILY DRUG, LLC",1319 10TH STREET,,"ROCK VALLEY, IA 51247"
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",2323 CHARLES STREET,,"ROCKFORD, IL 61104"
OSF HEALTHCARE SYSTEM,5666 E. STATE STREET,,"ROCKFORD, IL 61108"
WALGREEN CO.,2911 RIDGE RD,,"ROCKWALL, TX 75032"
HARRIS PHARMACY,309 N. MAIN STREET,PO BOX 546,"ROCKY FORD, CO 81067"
EDGECOMBE DRUG INC,1329 TARBORO ST,,"ROCKY MOUNT, NC 27801"
NASH DRUG INC,3621 SUNSET AVE,,"ROCKY MOUNT, NC 27804"
WALGREEN CO.,2624 SUNSET AVE,,"ROCKY MOUNT, NC 27804"
ROCKY MOUNT FAMILY PHARMACY,1165 FRANKLIN STREET,,"ROCKY MOUNT, VA 24151"
ROCKY POINT PAVILION PHARMACY,7910 US HWY 117,SUITE 110,"ROCKY POINT, NC 28457"
WALGREEN CO.,1722 W WALNUT ST,,"ROGERS, AR 72756"
STUDENT HLTH CENTER PHARMACY,SONOMA STATE UNIVERSITY,1801 EAST COTATI AVENUE,"ROHNERT PARK, CA 94928"
KAISER PERMANENTE PHARM #521,KFHP ROHNERT PARK MOB PHARMACY,5900 STATE FARM DRIVE,"ROHNERT PARK, CA 94928"
WHITE DRUG #58,208 MAIN STREET,P.O. BOX 569,"ROLETTE, ND 58366"
ROLLA DRUG INC,117 MAIN AVE E,PO BOX 819,"ROLLA, ND 58367"
WALGREEN CO.,701 MARTHA BERRY BLVD NW,,"ROME, GA 30165"
"WALGREEN EASTERN CO., INC.",201 S. JAMES ST.,,"ROME, NY 13440"
WALGREEN CO.,5065 HONONEGAH RD,,"ROSCOE, IL 61073"
SCHAEFER HLTH ENTERPRISES INC,2640 M-33,BOX 448,"ROSE CITY, MI 48654"
TAT WHITE SHIELD TELEPHARMACY,2  CENTRAL MAIN STREET B,,"ROSEGLEN, ND 58775"
KAISER PERMANENTE PHRMCY #266,"1600 EUREKA RD, MOB 2, FLR 1",,"ROSEVILLE, CA 95661"
KAISER FOUNDATION HEALTH PLAN,KFHP MAIN PHARMACY #591,1001 RIVERSIDE AVENUE,"ROSEVILLE, CA 95678"
GENOA A QOL HEALTHCARE COMPANY LLC,3101 OLD HIGHWAY 8,STE 203-B,"ROSEVILLE, MN 55113"
ADVANCED RX PHARMACY 030,2000 S. MAYS STREET,SUITE 200,"ROUND ROCK, TX 78664"
CORNERSTONE DRUG & GIFT INC,72 CHAMPLAIN STREET,ATTN: SUPERVISING PHARMACIST,"ROUSES POINT, NY 12979"
"WALGREEN EASTERN CO., INC.",416 WARREN ST,,"ROXBURY, MA 02119"
HEREFORDSHIRE HEALTH CENTER,PHARMACY,1915 WEST 5950 SOUTH,"ROY, UT 84067"
WALGREEN CO.,30852 WOODWARD AVE,,"ROYAL OAK, MI 48073"
ELDERCARE PHARMACY ROYSTON,635 COOK STREET,,"ROYSTON, GA 30662"
WHITE DRUG #50,107 EAST SECOND STREET SE,,"RUGBY, ND 58368"
HEART OF AMERICA CLINIC PHARMACY,800 SOUTH MAIN,,"RUGBY, ND 58368"
SIERRA BLANCA PHARMACY,1206 MECHEM DR,,"RUIDOSO, NM 88345"
WALGREEN CO.,1100 E MAIN ST,,"RUSSELLVILLE, AR 72801"
RUSTBURG FAMILY PHARMACY,"925 VILLAGE HWY, STE 2",PO BOX 1005,"RUSTBURG, VA 24588"
RUTLAND REGIONAL MEDICAL CTR,160 ALLEN ST ATTN PHARM DEPT,,"RUTLAND, VT 05701"
HIGH MOUNTAIN CORPORATION,DBA RUTLAND PHARMACY,75 ALLEN STREET,"RUTLAND, VT 05701"
WILCOX PHARMACY,252 STRATTON ROAD,,"RUTLAND, VT 05701"
TOWN DRUG,12459 E US ROUTE 22/3,,"SABINA, OH 45169"
THE PHARMACY AT CARES,1500 21ST ST BLDG B STE 1-036,,"SACRAMENTO, CA 95811"
KAISER FONDATION HEALTH PLAN,KFHP POINT WEST PHARMACY #626,1650 RESPONSE ROAD,"SACRAMENTO, CA 95815"
PUCCI'S PHARMACY,2821 J STREET,,"SACRAMENTO, CA 95816"
"SACRAMENTO STATE, STUDENT HEALTH SERVICES PHARMACY",THE WELL 6000 J STREET 1ST FL,,"SACRAMENTO, CA 95819"
KAISER PERMANENTE PHRMCY #608,7300 WYNDHAM DR,,"SACRAMENTO, CA 95823"
KAISER PERMANENTE PHARMACY #609,6600 BRUCEVILLE RD FL 1 SOUTH TOWER,,"SACRAMENTO, CA 95823"
KAISER PERMANENTE,KFHP SAC-FAIR OAKS PHARM,2345 FAIR OAKS BLVD,"SACRAMENTO, CA 95825"
KAISER PERMANENTE PHARMACY #610,"2025 MORSE AVE, FL 2",,"SACRAMENTO, CA 95825"
NATOMAS PHARMACY,2087 ARENA BLVD SUITE 160,,"SACRAMENTO, CA 95834"
AIDS HEALTHCARE FOUNDATION,3135 SR 580,SUITE 1,"SAFETY HARBOR, FL 34695"
WALGREEN CO.,4989 STATE ST,,"SAGINAW, MI 48603"
TETON PHARMACY OF ST. ANTHONY,104 N. BRIDGE ST.,STE 112,"SAINT ANTHONY, ID 83445"
RX CARE OF MI LLC,25014 LITTLEMACK AVE,,"SAINT CLAIR SHORES, MI 48080"
ST CLOUD STATE UNIVERSITY,251 6TH ST S,,"SAINT CLOUD, MN 56301"
VASCONI DRUGS,1381 MAIN ST,,"SAINT HELENA, CA 94574"
WALGREEN CO.,1260 HILLTOP RD,,"SAINT JOSEPH, MI 49085"
VANS PHARMACY INC,807 NAPIER AVENUE,,"SAINT JOSEPH, MI 49085"
ST MARYS PHARMACY LAB,6 RAILROAD STREET,,"SAINT MARYS, PA 15857"
GENOA A QOL HEALTHCARE COMPANY LLC,"166 4TH STREET E, STE 244",,"SAINT PAUL, MN 55101"
EAST SIDE FAMILY CLINIC PHARMACY,895 EAST 7TH STREET,,"SAINT PAUL, MN 55106"
HEALTHPARTNERS COMO PHARMACY,2500 COMO AVE,,"SAINT PAUL, MN 55108"
GENOA A QOL HEALTHCARE COMPANY LLC,800 TRANSFER ROAD,STE 35,"SAINT PAUL, MN 55114"
HEALTHPARTNERS,MAILSTOP: 41101B,401 PHALEN BLVD,"SAINT PAUL, MN 55130"
BRISSON DRUGS INC,217 W BROAD ST,,"SAINT PAULS, NC 28384"
"HOLIDAY CVS, L.L.C.",8001 9TH ST N,,"SAINT PETERSBURG, FL 33702"
WALGREEN CO.,900 49TH STREET N,,"SAINT PETERSBURG, FL 33710"
"HOLIDAY CVS, L.L.C.",3501 54TH AVE S,,"SAINT PETERSBURG, FL 33711"
"HOLIDAY CVS, L.L.C.",2200 34TH STREET NORTH,,"SAINT PETERSBURG, FL 33713"
"ST. VINCENT SALEM HOSPITAL, INC.",911 NORTH SHELBY STREET,,"SALEM, IN 47167"
SALEM HEALTH,665 WINTER STREET SE,,"SALEM, OR 97301"
WALGREEN CO.,1992 LANCASTER DRIVE NE,,"SALEM, OR 97305"
KAISER PERMANENTE,5125 SKYLINE ROAD SOUTH,,"SALEM, OR 97306"
CARILION CLINIC PHARMACY SALEM,3737 W. MAIN ST,STE 106,"SALEM, VA 24153"
INTERMOUNTAIN NORTH SEVIER,530 NORTH 250 WEST,,"SALINA, UT 84654"
A & O SPECIALTY PHARMACY,536 ABBOTT ST.,,"SALINAS, CA 93901"
ALLCARE PHARMACY,331 MAIN STREET,,"SALINAS, CA 93901"
"LONGS DRUG STORES CALIFORNIA, L.L.C.",1140 S MAIN ST,,"SALINAS, CA 93901"
W-S ASSOCIATES INC,T/A APPLE DISCOUNT DRUGS,404A N. FRUITLAND BLVD.,"SALISBURY, MD 21801"
PEMBERTON PHARMACY & GIFT,1147 PEMBERTON DR,,"SALISBURY, MD 21801"
MT HERMON DISCOUNT PHARMACY,337 CIVIC AVE SUITE 20,,"SALISBURY, MD 21804"
NOVANT HEALTH PHARMACY SERVICES LLC,911 WEST HENDERSON STREET,SUITE L 20,"SALISBURY, NC 28144"
INTERMOUNTAIN SALT LAKE CLINIC PHARMACY,389 SOUTH 900 EAST,,"SALT LAKE CITY, UT 84102"
CD PHARMACY LLC,ATTN: EDDIE NORRIS,"450 SOUTH 900 EAST, SUITE 150","SALT LAKE CITY, UT 84102"
IHC HEALTH CTR PHARMACY MEMORIAL,2000 SOUTH 900 EAST,,"SALT LAKE CITY, UT 84105"
UNIVERSITY OF UTAH,590 WAKARA WAY,SUITE 2146,"SALT LAKE CITY, UT 84108"
VRX PHARMACY DBA: VRX PHARMACY @ CITY CREEK,50 EAST SOUTH TEMPLE,SUITE 145,"SALT LAKE CITY, UT 84111"
HARMON CITY INC. D/B/A HARMONS PHARMACY CITY CREEK,135 EAST 100 SOUTH,,"SALT LAKE CITY, UT 84111"
UNIVERSITY OF UTAH,555 FOOTHILL BLVD.,SUITE 396,"SALT LAKE CITY, UT 84112"
UNIVERSITY OF UTAH HUNTSMAN OUTPATIENT PHARMACY,1950 CIRCLE OF HOPE,,"SALT LAKE CITY, UT 84112"
IHC HEALTH SERVICES INC,OUTPATIENT PHARMACY,100 NORTH MARIO CAPECCHI DRIVE,"SALT LAKE CITY, UT 84113"
UNIVERSITY OF UTAH,"ATTN: CARRI LYN PALMER, PERSON IN CHARGE",1525 WEST 2100 SOUTH,"SALT LAKE CITY, UT 84119"
"ACUPHARM, LLC",1018 WEST ATHERTON DRIVE,SUITE 202,"SALT LAKE CITY, UT 84123"
UNIVERSITY OF UTAH HOSPITAL,50 NORTH MEDICAL DRIVE,ROOM W1600,"SALT LAKE CITY, UT 84132"
LDS OUTPATIENT PHARMACY,8TH AVE & C ST,,"SALT LAKE CITY, UT 84143"
"OMEGAMARG PHARMACY, INC",121 TUNSTEAD AVENUE,,"SAN ANSELMO, CA 94960"
RITE AWAY PHARMACY & MEDICAL SUPPLY,"2235 THOUSAND OAKS DR, #102",,"SAN ANTONIO, TX 78232"
WALGREEN CO.,14025 NACOGDOCHES RD,,"SAN ANTONIO, TX 78247"
KAISER PERMANENTE PHARM 357,901 EL CAMINO REAL,,"SAN BRUNO, CA 94066"
KAISER FOUND HLTH PLAN,KFHP BAYHILL PHARMACY #353,801 TRAEGER AVE,"SAN BRUNO, CA 94066"
COMMUNITY MEDICAL CENTER PHARMACY,610 GATEWAY CENTER WAY,STE A - E,"SAN DIEGO, CA 92102"
WALGREEN CO.,3222 UNIVERSITY AVENUE,,"SAN DIEGO, CA 92104"
MEDICAL CENTER PHARMACY,4074 FAIRMONT AVENUE,,"SAN DIEGO, CA 92105"
KAISER PERMANENTE PHRMCY 217,KFHP VANDEVER 1ST FLR PHARMACY,4405 VANDEVER STREET 1ST FLOOR,"SAN DIEGO, CA 92120"
WALGREEN CO.,10787 CAMINO RUIZ,,"SAN DIEGO, CA 92126"
USN- NAVAL HOSPITAL,PHARMACY DEPARTMENT,34800 BOB WILSON DRIVE,"SAN DIEGO, CA 92134"
USMC- BMC MARINE RECRUIT DEPOT,35000 GUADALCANAL AVE. BLDG 596,MARINE CORPS RECRUIT DEPOT PHARMACY,"SAN DIEGO, CA 92140"
CHIEF PHARM SERVICES,PO BOX 130,INTERSTATE 40 EXIT 102,"SAN FIDEL, NM 87049"
SCRIPTDASH INC.,1400 TENNESSEE STREET UNIT 2,,"SAN FRANCISCO, CA 94107"
CLAY MED PHARMACY & MEDICAL,"929 CLAY STREET, 103",,"SAN FRANCISCO, CA 94108"
WALGREEN CO.,1189 POTRERO AVE,,"SAN FRANCISCO, CA 94110"
"MISSION WELLNESS HEALTHCARE, LLC",2424 MISSION STREET,,"SAN FRANCISCO, CA 94110"
SF GENERAL HOSPITAL MED CEN,DEPT OF PHARMACY ROOM 1P2,1001 POTRERO AVE,"SAN FRANCISCO, CA 94110"
WALGREEN CO.,275 SACRAMENTO ST,,"SAN FRANCISCO, CA 94111"
CENTRAL DRUG COMPANY,4494 MISSION STREET,,"SAN FRANCISCO, CA 94112"
AIDS HEALTHCARE FOUNDATION DBA AHF PHARMACY,4071 18TH STR.,,"SAN FRANCISCO, CA 94114"
WALGREEN CO.,498 CASTRO ST,,"SAN FRANCISCO, CA 94114"
POST DIVISADERO MEDICAL PHCY,2299 POST STREET,SUITE 109,"SAN FRANCISCO, CA 94115"
CHARLIES DRUGS,1101 FILLMORE STREET,,"SAN FRANCISCO, CA 94115"
KAISER FOUNDATION HEALTH,PLAN PHARMACY,2238 GEARY BLVD. 1ST FLOOR,"SAN FRANCISCO, CA 94115"
NEMS - CLEMENT PHARMACY,1019 CLEMENT ST,,"SAN FRANCISCO, CA 94118"
KAISER FOUNDATION HEALTH PLAN,KFHP FRENCH O/P PHARMACY #322,4141 GEARY BLVD FIRST FLOOR,"SAN FRANCISCO, CA 94118"
WALGREEN CO.,5280 GEARY BLVD,,"SAN FRANCISCO, CA 94118"
NEMS-NORIEGA PHARMACY,1400 NORIEGA STREET,,"SAN FRANCISCO, CA 94122"
"RELIABLE REXALL SUNSET PHARMACY, INC",801 IRVING STREET,,"SAN FRANCISCO, CA 94122"
WALGREEN CO.,3201 DIVISADERO ST,,"SAN FRANCISCO, CA 94123"
STUDENT HLTH SERVICE PHARMACY,SAN FRANCISCO STATE UNIVERSITY,1600 HOLLOWAY AVE,"SAN FRANCISCO, CA 94132"
CHINESE HOSPITAL ASSN INC,845 JACKSON STREET,,"SAN FRANCISCO, CA 94133"
NORTH EAST MEDICAL SERVICES,1520 STOCKTON STREET,,"SAN FRANCISCO, CA 94133"
VISITACION VALLEY PHARMACY,100 LELAND AVE,,"SAN FRANCISCO, CA 94134"
KAISER PERMANENTE PHARMACY #941,"1600 OWENS ST, 1ST FLOOR",,"SAN FRANCISCO, CA 94158"
FRIENDLY PHARMACY INC,485 LEWIS RD,SUITE D,"SAN JOSE, CA 95111"
SENTER PHARMACY INC.,2643-A SENTER ROAD,STE A,"SAN JOSE, CA 95111"
MEDEX DRUGS,401-405 EAST SANTA CLARA ST,,"SAN JOSE, CA 95113"
LOS ALAMITOS PHARMACY INC,115 N. JACKSON AVENUE #103,,"SAN JOSE, CA 95116"
KING PHARMACY DME,TIFFANY THU LAM,2323 MONTPELIER DRIVE SUITE D,"SAN JOSE, CA 95116"
"TT PHARMACY, INC",1863 ALUM ROCK AVE STE A,,"SAN JOSE, CA 95116"
ALUM ROCK PHARMACY INC,1855 ALUM ROCK AVE SUITE A,,"SAN JOSE, CA 95116"
CURE PHARMACY INC DBA JACKSON MEDICAL PHARMACY,266 N JACKSON AVE,#8,"SAN JOSE, CA 95116"
KAISER PERMANENTE PHARMACY #634,250 HOSPITAL PARKWAY,"LOBBY FLOOR, ROOM 2015","SAN JOSE, CA 95119"
KAISER FOUND HEALTH PLAN,1 NORTH PHARMACY#631,260 INTERNATIONAL CIRCLE,"SAN JOSE, CA 95119"
SUN PHARMACY,2559 S. KING ROAD STE B10,,"SAN JOSE, CA 95122"
EVERGREEN PHARMACY,2365 QUIMBY RD,STE #150,"SAN JOSE, CA 95122"
TROPICANA DRUGS,1167 SOUTH KING ROAD,,"SAN JOSE, CA 95122"
SAVCO PHARMACY,455 OCONNOR DR,SUITE 190,"SAN JOSE, CA 95128"
BASCOM PHARMAACY LLC,105 N BASCOM AVE #101,SUITE #101,"SAN JOSE, CA 95128"
NEMS- LUNDY PHARMACY,1870 LUNDY AVE,,"SAN JOSE, CA 95131"
"LONGS DRUG STORES CALIFORNIA, L.L.C.",2514 BERRYESSA RD,,"SAN JOSE, CA 95132"
WALGREEN CO.,350 N CAPITOL AVE,,"SAN JOSE, CA 95133"
ICARE PHARMACY,1727-B BERRYESSA RD,,"SAN JOSE, CA 95133"
EVERGREEN PHARMACY,"2690 SOUTH WHITE RD, SUITE 200-A",,"SAN JOSE, CA 95148"
SAN JOSE STATE UNIV PHARMACY,STUDENT HEALTH SERVICES,1 WASHINGTON SQUARE,"SAN JOSE, CA 95192"
WALGREEN CO.,15500 WASHINGTON AVE,,"SAN LEANDRO, CA 94579"
KOHANA PHARMACY AND CENTER FOR,181 TANK FARM ROAD,#120,"SAN LUIS OBISPO, CA 93401"
IMGRX SLO INC,77 CASA ST STE 205,,"SAN LUIS OBISPO, CA 93405"
CALIF POLYTECHNIC STATE UNIV,HEALTH SERVICES PHARMACY,BLDG #27,"SAN LUIS OBISPO, CA 93407"
KAISER FOUND HEALTH PLAN INC,DBA KAISER PERMENENTE PHCY 220,400 CRAVEN RD,"SAN MARCOS, CA 92069"
SAN MATEO MEDICAL CENTER,222 W. 39TH AVE,,"SAN MATEO, CA 94403"
KAISER PERMANENTE PHARMACY #339,1000 FRANKLIN PKWY W  FLOOR 1,,"SAN MATEO, CA 94403"
SAN MATEO NEIGHBORHOOD PHARMACY,9 37TH AVENUE,,"SAN MATEO, CA 94403"
KFHP DOWNTOWN SAN RAFAEL,PHARMACY NO 396,1033 THIRD STREET,"SAN RAFAEL, CA 94901"
KAISER FOUNDATION HOSP,99 MONTECILLO RD,,"SAN RAFAEL, CA 94903"
MARIN MEDICAL PHARMACY,NORTHGATE MEDICAL/DENTAL CTR,750 LAS GALLINAS AVE #104,"SAN RAFAEL, CA 94903"
NAHATA'DZIIL HEALTH CENTER,CHIIH'TO BLVD,P.O. BOX 125,"SANDERS, AZ 86512"
SANILAC SERVICES INC,DBA SANILAC PHARMACY,78 SOUTH ELK STREET,"SANDUSKY, MI 48471"
"IHC HEALTH SERVICES, INC.",9450 SOUTH 1300 EAST,,"SANDY, UT 84094"
WALGREEN CO.,1956 S HORNER BLVD,,"SANFORD, NC 27330"
MEDICINE SHOPPE #793,3605 STATE STREET,,"SANTA BARBARA, CA 93105"
KAISER PERMANENTE PHARMACY #442,710 LAWRENCE EXPRESSWAY,1ST FLOOR,"SANTA CLARA, CA 95051"
FUSION SPECIALTY PHARMACY,1100 CANYON VIEW DR,SUITE C,"SANTA CLARA, UT 84765"
KAISER FOUNDATION HLTH PLN,DBA KAISER PERMANENTE PHCY 281,27107 TOURNEY RD,"SANTA CLARITA, CA 91355"
WALGREEN CO.,201 FRONT ST.,,"SANTA CRUZ, CA 95060"
HORSNYDER PHARMACY,1226 SOQUEL AVE,,"SANTA CRUZ, CA 95062"
WALGREEN CO.,1718 SOQUEL AVENUE,,"SANTA CRUZ, CA 95062"
CHRISTUS ST. VINCENT OUTPATIENT PHARMACY,465 ST. MICHAELS DR.,SUITE 112,"SANTA FE, NM 87505"
WALGREEN CO.,3298 CERRILLOS RD,,"SANTA FE, NM 87507"
WALGREEN CO.,2399 S BROADWAY,,"SANTA MARIA, CA 93454"
"GARFIELD BEACH CVS, L.L.C.",2505 SANTA MONICA BOULEVARD,,"SANTA MONICA, CA 90404"
KAISER PERMANENTE PHRMCY 587,3925 OLD REDWOOD HIGHWAY,,"SANTA ROSA, CA 95403"
WALGREEN CO.,4610 SONOMA HWY,,"SANTA ROSA, CA 95409"
WALGREEN CO.,5800 BEE RIDGE ROAD,,"SARASOTA, FL 34233"
USN- NAVAL BRANCH HEALTH CLINIC SARATOGA SPRINGS,"ONE WEST AVE, SUITE 230",,"SARATOGA SPRINGS, NY 12866"
SAUGERTIES PHARMACY LLC,250 MAIN ST,,"SAUGERTIES, NY 12477"
"GUARDIAN PHARMACY OF MINNESOTA, LLC",940 INDUSTRIAL DR S,SUITE 102,"SAUK RAPIDS, MN 56379"
WALGREEN CO.,700 EAST DERENNE AVE,,"SAVANNAH, GA 31405"
ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SUITE EC101,"SAYRE, PA 18840"
SYMBRIA RX SERVICES LLC,350 W. SCHAUMBURG ROAD,SUITE PWD,"SCHAUMBURG, IL 60194"
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",1400 ALTAMONT AVE,,"SCHENECTADY, NY 12303"
WALGREEN CO.,651 W. US HWY 30,,"SCHERERVILLE, IN 46375"
US ARMY-SCHERTZ MEDICAL HOME PHARMACY,6051 FM 3009,SUITE 210,"SCHERTZ, TX 78154"
PALCO PHARMACY,SUITE D,PO BOX 157,"SCOTIA, CA 95565"
SCOTLAND PHARMACY,620 BILLARS ST,,"SCOTLAND, SD 57059"
USAF- SCOTT AFB MEDICAL CENTER,310 W. LOSEY BLDG 1530,CLINIC PHARMACY,"SCOTT AFB, IL 62225"
SCOTT CITY PHARMACY CHARTERED,102 ALBERT AVE,,"SCOTT CITY, KS 67871"
INSTITUTIONAL PHARMACIES OF LOUISIANA,106 ABIGAYLE'S ROW,,"SCOTT, LA 70583"
WALGREEN CO.,210 MT HERMON RD,,"SCOTTS VALLEY, CA 95066"
WALGREEN ARIZONA DRUG CO.,6501 E GREENWAY PKWY BLDG 1,,"SCOTTSDALE, AZ 85254"
RANCH PHARMACY,10769 N FRANK LLOYD WRIGHT BLVD,# A-100,"SCOTTSDALE, AZ 85259"
MAYO PHARMACY SCOTTSDALE,13400 E SHEA BLVD,,"SCOTTSDALE, AZ 85259"
CARESITE PHARMACY,531 MT. PLEASANT DRIVE,,"SCRANTON, PA 18503"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",1101 MOOSIC ST.,,"SCRANTON, PA 18505"
COMMUNITY MED CTR PHARMACY,1822 MULBERRY ST,,"SCRANTON, PA 18510"
HAPPY HARRY'S INC.,22898 SUSSEX HWY,,"SEAFORD, DE 19973"
WALGREEN CO.,200 E RACE AVE,,"SEARCY, AR 72143"
WALGREEN CO.,1055 FREMONT BLVD,,"SEASIDE, CA 93955"
PROVIDENCE HEALTH & SERVICES - OREGON,725  S. WAHANNA ROAD,,"SEASIDE, OR 97138"
HEALTHPOINT SEATAC PHARMACY,4040 188TH ST,STE 201,"SEATAC, WA 98188"
QFC PHARMACY 816,600 NW RICHMOND BEACH ROAD,,"SEATLLE, WA 98177"
VIRGINIA MASON LINDEMAN,1201 TERRY AVE,MAIL STOP X2-PN,"SEATTLE, WA 98101"
VIRGINIA MASON BUCK,1100 NINTH AVE CI-PO,,"SEATTLE, WA 98101"
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,CITY CENTER BUILDING,"1420 5TH AVE, STE 375","SEATTLE, WA 98101"
QFC PHARMACY #887,417 BROADWAY EAST,,"SEATTLE, WA 98102"
UNION CENTER PHARMACY,"2324 EASTLAKE AVE E., SUITE 405",,"SEATTLE, WA 98102"
"ALEXANDRIA DRUGS, LLC",515 MINOR AVE,SUITE# 120,"SEATTLE, WA 98104"
SWEDISH ARNOLD PAVILION PHARMACY,1221 MADISON ST,"3RD FLOOR, STE 03AR34","SEATTLE, WA 98104"
HARBORVIEW MEDICAL CENTER OUTPATIENT PHARMACY,325 NINTH AVE,MAILSTOP 359912,"SEATTLE, WA 98104"
HARBORVIEW NINTH AND JEFFERSON PHARMACY,908 JEFFERSON STREET,HARBORVIEW MEDICAL CENTER MS 359912,"SEATTLE, WA 98104"
