,Business Name,Address 1,Address 2,"City, State Zip",Map URL
33,EL DORADO DRUG STORE,BENNETT DOUGLAS EARL,2005 MARIPOSA ROAD,"STOCKTON, CA 95205",http://maps.google.com/maps?q=EL%20DORADO%20DRUG%20STORE%2CBENNETT%20DOUGLAS%20EARL%2C+STOCKTON%2C+CA+95205
34,"ELEVATION FAMILY PHARMACY, INC",1050 IRON POINT ROAD,,"FOLSOM, CA 95630",http://maps.google.com/maps?q=ELEVATION%20FAMILY%20PHARMACY%20INC%2C1050%20IRON%20POINT%20ROAD%2C+FOLSOM%2C+CA+95630
37,FAMILY DRUG,1805 OLD SONOMA RD,,"NAPA, CA 94559",http://maps.google.com/maps?q=FAMILY%20DRUG%2C1805%20OLD%20SONOMA%20RD%2C+NAPA%2C+CA+94559
38,FORTY NINE DRUG CO,937 N YOSEMITE STREET,,"STOCKTON, CA 95203",http://maps.google.com/maps?q=FORTY%20NINE%20DRUG%20CO%2C937%20N%20YOSEMITE%20STREET%2C+STOCKTON%2C+CA+95203
39,FRANKS PHARMACY,7548 SOQUEL DR,,"APTOS, CA 95003",http://maps.google.com/maps?q=FRANKS%20PHARMACY%2C7548%20SOQUEL%20DR%2C+APTOS%2C+CA+95003
42,GATEWAY PHARMACY,1330 GATEWAY BLVD,SUIT B-2,"FAIRFIELD, CA 94533",http://maps.google.com/maps?q=GATEWAY%20PHARMACY%2C1330%20GATEWAY%20BLVD%2C+FAIRFIELD%2C+CA+94533
45,HALF MOON BAY PHARMACY,40 STONE PINE ROAD,SUITE I,"HALF MOON BAY, CA 94019",http://maps.google.com/maps?q=HALF%20MOON%20BAY%20PHARMACY%2C40%20STONE%20PINE%20ROAD%2C+HALF%20MOON%20BAY%2C+CA+94019
46,HALLER'S PHARMACY & MEDICAL SUPPLY,37323 FREMONT BLVD.,,"FREMONT, CA 94536",http://maps.google.com/maps?q=HALLERS%20PHARMACY%20%20MEDICAL%20SUPPLY%2C37323%20FREMONT%20BLVD.%2C+FREMONT%2C+CA+94536
48,HEALTH FIRST PHARMACY,9083 WINDSOR ROAD,,"WINDSOR, CA 95492",http://maps.google.com/maps?q=HEALTH%20FIRST%20PHARMACY%2C9083%20WINDSOR%20ROAD%2C+WINDSOR%2C+CA+95492
49,HIGHLAND GENERAL HOSPITAL,OUTPATIENT PHARMACY,1411 EAST 31ST STREET,"OAKLAND, CA 94602",http://maps.google.com/maps?q=HIGHLAND%20GENERAL%20HOSPITAL%2COUTPATIENT%20PHARMACY%2C+OAKLAND%2C+CA+94602
50,HORSNYDER PHARMACY,1226 SOQUEL AVE,,"SANTA CRUZ, CA 95062",http://maps.google.com/maps?q=HORSNYDER%20PHARMACY%2C1226%20SOQUEL%20AVE%2C+SANTA%20CRUZ%2C+CA+95062
54,IONE PHARMACY,307 PRESTON AVE,P.O.BOX 1025,"IONE, CA 95640",http://maps.google.com/maps?q=IONE%20PHARMACY%2C307%20PRESTON%20AVE%2C+IONE%2C+CA+95640
55,JADE PHARMACY,34460 FREMONT BLVD SUITE B,,"FREMONT, CA 94555",http://maps.google.com/maps?q=JADE%20PHARMACY%2C34460%20FREMONT%20BLVD%20SUITE%20B%2C+FREMONT%2C+CA+94555
56,JEFFERSON PHARMACY,1029 JEFFERSON BOULEVARD,SUITE A,"WEST SACRAMENTO, CA 95691",http://maps.google.com/maps?q=JEFFERSON%20PHARMACY%2C1029%20JEFFERSON%20BOULEVARD%2C+WEST%20SACRAMENTO%2C+CA+95691
57,KAISER CAMPBELL PHARMACY,220 HACIENDA AVENUE,,"CAMPBELL, CA 95008",http://maps.google.com/maps?q=KAISER%20CAMPBELL%20PHARMACY%2C220%20HACIENDA%20AVENUE%2C+CAMPBELL%2C+CA+95008
58,KAISER FONDATION HEALTH PLAN,KFHP POINT WEST PHARMACY #626,1650 RESPONSE ROAD,"SACRAMENTO, CA 95815",http://maps.google.com/maps?q=KAISER%20FONDATION%20HEALTH%20PLAN%2CKFHP%20POINT%20WEST%20PHARMACY%20#626%2C+SACRAMENTO%2C+CA+95815
60,KAISER FOUND HEALTH PLAN INC,KFHP MOB 1 PHARMACY #684,7373 WEST LANE,"STOCKTON, CA 95210",http://maps.google.com/maps?q=KAISER%20FOUND%20HEALTH%20PLAN%20INC%2CKFHP%20MOB%201%20PHARMACY%20#684%2C+STOCKTON%2C+CA+95210
61,KAISER FOUND HLTH PLAN,KFHP BAYHILL PHARMACY #353,801 TRAEGER AVE,"SAN BRUNO, CA 94066",http://maps.google.com/maps?q=KAISER%20FOUND%20HLTH%20PLAN%2CKFHP%20BAYHILL%20PHARMACY%20#353%2C+SAN%20BRUNO%2C+CA+94066
62,KAISER FOUND HLTH PLAN,KFHP BIRCH PHARMACY #372,910 MARSHALL STREET,"REDWOOD CITY, CA 94063",http://maps.google.com/maps?q=KAISER%20FOUND%20HLTH%20PLAN%2CKFHP%20BIRCH%20PHARMACY%20#372%2C+REDWOOD%20CITY%2C+CA+94063
63,KAISER FOUNDA HLTH PLAN,KFHP FABIOLA 1 PHARMACY #115,3801 HOWE STREET,"OAKLAND, CA 94611",http://maps.google.com/maps?q=KAISER%20FOUNDA%20HLTH%20PLAN%2CKFHP%20FABIOLA%201%20PHARMACY%20#115%2C+OAKLAND%2C+CA+94611
64,KAISER FOUNDAT HLTH PLAN,3505 BROADWAY,,"OAKLAND, CA 94611",http://maps.google.com/maps?q=KAISER%20FOUNDAT%20HLTH%20PLAN%2C3505%20BROADWAY%2C+OAKLAND%2C+CA+94611
65,KAISER FOUNDATION HEALTH,PLAN PHARMACY,2238 GEARY BLVD. 1ST FLOOR,"SAN FRANCISCO, CA 94115",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%2CPLAN%20PHARMACY%2C+SAN%20FRANCISCO%2C+CA+94115
66,KAISER FOUNDATION HEALTH PLAN,KFHP A&B PHARMACY #711,10725 INTERNATIONAL DRIVE,"RANCHO CORDOVA, CA 95670",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CKFHP%20A&B%20PHARMACY%20#711%2C+RANCHO%20CORDOVA%2C+CA+95670
68,KAISER FOUNDATION HEALTH PLAN,KFHP CYPRESS MOB PHARMACY #371,1150 VETERANS BOULEVARD,"REDWOOD CITY, CA 94063",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CKFHP%20CYPRESS%20MOB%20PHARMACY%20#371%2C+REDWOOD%20CITY%2C+CA+94063
69,KAISER FOUNDATION HEALTH PLAN,KFHP FRENCH O/P PHARMACY #322,4141 GEARY BLVD FIRST FLOOR,"SAN FRANCISCO, CA 94118",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CKFHP%20FRENCH%20O/P%20PHARMACY%20#322%2C+SAN%20FRANCISCO%2C+CA+94118
70,KAISER FOUNDATION HEALTH PLAN,KFHP MAIN PHARMACY #381,770 CALAVERAS BOULEVARD,"MILPITAS, CA 95035",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CKFHP%20MAIN%20PHARMACY%20#381%2C+MILPITAS%2C+CA+95035
71,KAISER FOUNDATION HEALTH PLAN,KFHP MAIN PHARMACY #591,1001 RIVERSIDE AVENUE,"ROSEVILLE, CA 95678",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CKFHP%20MAIN%20PHARMACY%20#591%2C+ROSEVILLE%2C+CA+95678
73,KAISER FOUNDATION HEALTH PLAN,KFHP MANTECA PHARMACY #491,1721 WEST YOSEMITE,"MANTECA, CA 95337",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CKFHP%20MANTECA%20PHARMACY%20#491%2C+MANTECA%2C+CA+95337
74,KAISER FOUNDATION HEALTH PLAN,KFHP PHARAMACY #421,555 CASTRO STREET,"MOUNTAIN VIEW, CA 94041",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CKFHP%20PHARAMACY%20#421%2C+MOUNTAIN%20VIEW%2C+CA+94041
75,KAISER FOUNDATION HEALTH PLAN,KFHP SOUTH 1 PHARMACY #471,7601 STONERIDGE DRIVE,"PLEASANTON, CA 94588",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CKFHP%20SOUTH%201%20PHARMACY%20#471%2C+PLEASANTON%2C+CA+94588
76,KAISER FOUNDATION HEALTH PLAN,KFHP SOUTH PHARMACY #383,611 SOUTH MILPITAS BLVD,"MILPITAS, CA 95035",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CKFHP%20SOUTH%20PHARMACY%20#383%2C+MILPITAS%2C+CA+95035
77,KAISER FOUNDATION HEALTH PLAN,MAIN PHARMACY #221,3285 CLAREMONT WAY,"NAPA, CA 94558",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CMAIN%20PHARMACY%20#221%2C+NAPA%2C+CA+94558
78,KAISER FOUNDATION HEALTH PLAN,PLAN PHARMACY #361,97 SAN MARIN DRIVE,"NOVATO, CA 94945",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%2CPLAN%20PHARMACY%20#361%2C+NOVATO%2C+CA+94945
79,"KAISER FOUNDATION HEALTH PLAN, INC",OHLONE PHARMACY #162,39400 PASEO PADRE PARKWAY,"FREMONT, CA 94538",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HEALTH%20PLAN%20INC%2COHLONE%20PHARMACY%20#162%2C+FREMONT%2C+CA+94538
80,KAISER FOUNDATION HLTH PLAN,KFHP PHARMACY #621,1955 COWELL BLVD,"DAVIS, CA 95618",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HLTH%20PLAN%2CKFHP%20PHARMACY%20#621%2C+DAVIS%2C+CA+95618
81,KAISER FOUNDATION HLTH PLN,KFHP MOB 1 PHARMACY,"1 QUALITY DR, MOB A 1ST FL","VACAVILLE, CA 95688",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HLTH%20PLN%2CKFHP%20MOB%201%20PHARMACY%2C+VACAVILLE%2C+CA+95688
82,KAISER FOUNDATION HOSP,99 MONTECILLO RD,,"SAN RAFAEL, CA 94903",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HOSP%2C99%20MONTECILLO%20RD%2C+SAN%20RAFAEL%2C+CA+94903
83,KAISER FOUNDATION HOSP INCS,KFH O/P HOSPITAL PHARMACY #123,"901 NEVIN AVE, MOB ADDITION","RICHMOND, CA 94801",http://maps.google.com/maps?q=KAISER%20FOUNDATION%20HOSP%20INCS%2CKFH%20O/P%20HOSPITAL%20PHARMACY%20#123%2C+RICHMOND%2C+CA+94801
84,KAISER PERMAENENTE PHRMCY #102,3701 BROADWAY,FLOOR 1,"OAKLAND, CA 94611",http://maps.google.com/maps?q=KAISER%20PERMAENENTE%20PHRMCY%2C3701%20BROADWAY%2C+OAKLAND%2C+CA+94611
85,KAISER PERMANENTE,KFHP SAC-FAIR OAKS PHARM,2345 FAIR OAKS BLVD,"SACRAMENTO, CA 95825",http://maps.google.com/maps?q=KAISER%20PERMANENTE%2CKFHP%20SAC-FAIR%20OAKS%20PHARM%2C+SACRAMENTO%2C+CA+95825
86,KAISER PERMANENTE PHARM #521,KFHP ROHNERT PARK MOB PHARMACY,5900 STATE FARM DRIVE,"ROHNERT PARK, CA 94928",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARM%2CKFHP%20ROHNERT%20PARK%20MOB%20PHARMACY%2C+ROHNERT%20PARK%2C+CA+94928
87,KAISER PERMANENTE PHARM 357,901 EL CAMINO REAL,,"SAN BRUNO, CA 94066",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARM%2C901%20EL%20CAMINO%20REAL%2C+SAN%20BRUNO%2C+CA+94066
89,KAISER PERMANENTE PHARMACY #101,KFHP ALAMEDA MOB PHARMACY,2417 CENTRAL AVENUE,"ALAMEDA, CA 94501",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2CKFHP%20ALAMEDA%20MOB%20PHARMACY%2C+ALAMEDA%2C+CA+94501
90,KAISER PERMANENTE PHARMACY #105,"3600 BROADWAY, FL 1",,"OAKLAND, CA 94611",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C3600%20BROADWAY%2C%20FL%201%2C+OAKLAND%2C+CA+94611
91,KAISER PERMANENTE PHARMACY #215,"975 SERENO DR, HOSP BLDG",24 HOUR PHARMACY,"VALLEJO, CA 94589",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C975%20SERENO%20DR%2C%20HOSP%20BLDG%2C+VALLEJO%2C+CA+94589
92,KAISER PERMANENTE PHARMACY #261,LINCOLN OUTPATIENT PHARMACY,1900 DRESDEN DRIVE,"LINCOLN, CA 95648",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2CLINCOLN%20OUTPATIENT%20PHARMACY%2C+LINCOLN%2C+CA+95648
93,KAISER PERMANENTE PHARMACY #303,10305 PROMENADE PKWY FL 1,,"ELK GROVE, CA 95757",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C10305%20PROMENADE%20PKWY%20FL%201%2C+ELK%20GROVE%2C+CA+95757
94,KAISER PERMANENTE PHARMACY #339,1000 FRANKLIN PKWY W  FLOOR 1,,"SAN MATEO, CA 94403",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C1000%20FRANKLIN%20PKWY%20W%20%20FLOOR%201%2C+SAN%20MATEO%2C+CA+94403
95,KAISER PERMANENTE PHARMACY #351,1200 EL CAMINO REAL,,"SOUTH SAN FRANCISCO, CA 94080",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C1200%20EL%20CAMINO%20REAL%2C+SOUTH%20SAN%20FRANCISCO%2C+CA+94080
96,KAISER PERMANENTE PHARMACY #442,710 LAWRENCE EXPRESSWAY,1ST FLOOR,"SANTA CLARA, CA 95051",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C710%20LAWRENCE%20EXPRESSWAY%2C+SANTA%20CLARA%2C+CA+95051
97,KAISER PERMANENTE PHARMACY #609,6600 BRUCEVILLE RD FL 1 SOUTH TOWER,,"SACRAMENTO, CA 95823",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C6600%20BRUCEVILLE%20RD%20FL%201%20SOUTH%20TOWER%2C+SACRAMENTO%2C+CA+95823
98,KAISER PERMANENTE PHARMACY #610,"2025 MORSE AVE, FL 2",,"SACRAMENTO, CA 95825",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C2025%20MORSE%20AVE%2C%20FL%202%2C+SACRAMENTO%2C+CA+95825
101,KAISER PERMANENTE PHARMACY #771,5615 SCOTTS VALLEY DR,SUITE 145,"SCOTTS VALLEY, CA 95066",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C5615%20SCOTTS%20VALLEY%20DR%2C+SCOTTS%20VALLEY%2C+CA+95066
102,KAISER PERMANENTE PHARMACY #941,"1600 OWENS ST, 1ST FLOOR",,"SAN FRANCISCO, CA 94158",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHARMACY%2C1600%20OWENS%20ST%2C%201ST%20FLOOR%2C+SAN%20FRANCISCO%2C+CA+94158
103,KAISER PERMANENTE PHMCY #281,2155 IRON POINT ROAD,,"FOLSOM, CA 95630",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHMCY%2C2155%20IRON%20POINT%20ROAD%2C+FOLSOM%2C+CA+95630
104,KAISER PERMANENTE PHRMCY #120,1301 PINOLE VALLEY ROAD,1ST FLOOR,"PINOLE, CA 94564",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHRMCY%2C1301%20PINOLE%20VALLEY%20ROAD%2C+PINOLE%2C+CA+94564
106,KAISER PERMANENTE PHRMCY #266,"1600 EUREKA RD, MOB 2, FLR 1",,"ROSEVILLE, CA 95661",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHRMCY%2C1600%20EUREKA%20RD%2C%20MOB%202%2C%20FLR%201%2C+ROSEVILLE%2C+CA+95661
107,KAISER PERMANENTE PHRMCY #301,9201 BIG HORN BLVD,1ST FLOOR,"ELK GROVE, CA 95758",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHRMCY%2C9201%20BIG%20HORN%20BLVD%2C+ELK%20GROVE%2C+CA+95758
109,KAISER PERMANENTE PHRMCY #571,KFHP DEER VALLEY MOB1,5601 DEER VALLEY ROAD,"ANTIOCH, CA 94531",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHRMCY%2CKFHP%20DEER%20VALLEY%20MOB1%2C+ANTIOCH%2C+CA+94531
110,KAISER PERMANENTE PHRMCY #608,7300 WYNDHAM DR,,"SACRAMENTO, CA 95823",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHRMCY%2C7300%20WYNDHAM%20DR%2C+SACRAMENTO%2C+CA+95823
111,KAISER PERMANENTE PHRMCY #673,"1 QUALITY DR, SPECIALTY CARE BLDG 1ST FLR",,"VACAVILLE, CA 95688",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHRMCY%2C1%20QUALITY%20DR%2C%20SPECIALTY%20CARE%20BLDG%201ST%20FLR%2C+VACAVILLE%2C+CA+95688
112,KAISER PERMANENTE PHRMCY 341,395 HICKEY BLVD,FIRST FLOOR,"DALY CITY, CA 94015",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHRMCY%2C395%20HICKEY%20BLVD%2C+DALY%20CITY%2C+CA+94015
113,KAISER PERMANENTE PHRMCY 587,3925 OLD REDWOOD HIGHWAY,,"SANTA ROSA, CA 95403",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20PHRMCY%2C3925%20OLD%20REDWOOD%20HIGHWAY%2C+SANTA%20ROSA%2C+CA+95403
114,KAISER PERMANENTE UNION CITY,MAIN MOB 2 PHARMACY #132,3553 WHIPPLE ROAD,"UNION CITY, CA 94587",http://maps.google.com/maps?q=KAISER%20PERMANENTE%20UNION%20CITY%2CMAIN%20MOB%202%20PHARMACY%20#132%2C+UNION%20CITY%2C+CA+94587
115,KFHP DOWNTOWN SAN RAFAEL,PHARMACY NO 396,1033 THIRD STREET,"SAN RAFAEL, CA 94901",http://maps.google.com/maps?q=KFHP%20DOWNTOWN%20SAN%20RAFAEL%2CPHARMACY%20NO%20396%2C+SAN%20RAFAEL%2C+CA+94901
116,KMART PHARMACY,111 W. MCNIGHT WAY,,"GRASS VALLEY, CA 95949",http://maps.google.com/maps?q=KMART%20PHARMACY%2C111%20W.%20MCNIGHT%20WAY%2C+GRASS%20VALLEY%2C+CA+95949
118,LARK REXALL DRUGS INC,16251 MAIN STREET,,"GUERNEVILLE, CA 95446",http://maps.google.com/maps?q=LARK%20REXALL%20DRUGS%20INC%2C16251%20MAIN%20STREET%2C+GUERNEVILLE%2C+CA+95446
119,LAUDEN PHARMACY,1820 41ST AVENUE,SUITE F,"CAPITOLA, CA 95010",http://maps.google.com/maps?q=LAUDEN%20PHARMACY%2C1820%2041ST%20AVENUE%2C+CAPITOLA%2C+CA+95010
120,LODI HEALTH PHARMACY WEST,2415. W. VINE,SUITE 104B,"LODI, CA 95242",http://maps.google.com/maps?q=LODI%20HEALTH%20PHARMACY%20WEST%2C2415.%20W.%20VINE%2C+LODI%2C+CA+95242
124,"LONGS DRUG STORES CALIFORNIA, L.L.C.",1750 41ST AVE,,"CAPITOLA, CA 95010",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C1750%2041ST%20AVE%2C+CAPITOLA%2C+CA+95010
127,"LONGS DRUG STORES CALIFORNIA, L.L.C.",257 MOUNT HERMON RD,,"SCOTTS VALLEY, CA 95066",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C257%20MOUNT%20HERMON%20RD%2C+SCOTTS%20VALLEY%2C+CA+95066
128,"LONGS DRUG STORES CALIFORNIA, L.L.C.",2605 WEST MARCH LANE,,"STOCKTON, CA 95207",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C2605%20WEST%20MARCH%20LANE%2C+STOCKTON%2C+CA+95207
130,"LONGS DRUG STORES CALIFORNIA, L.L.C.",5420 DEWEY DR,,"FAIR OAKS, CA 95628",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C5420%20DEWEY%20DR%2C+FAIR%20OAKS%2C+CA+95628
131,"LONGS DRUG STORES CALIFORNIA, L.L.C.",6247 GRAHAM HILL RD,,"FELTON, CA 95018",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C6247%20GRAHAM%20HILL%20RD%2C+FELTON%2C+CA+95018
132,"LONGS DRUG STORES CALIFORNIA, L.L.C.",783 RIO DEL MAR BLVD STE 3,,"APTOS, CA 95003",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C783%20RIO%20DEL%20MAR%20BLVD%20STE%203%2C+APTOS%2C+CA+95003
133,"LONGS DRUG STORES CALIFORNIA, L.L.C.",809 BAY AVE,,"CAPITOLA, CA 95010",http://maps.google.com/maps?q=LONGS%20DRUG%20STORES%20CALIFORNIA%20LLC%2C809%20BAY%20AVE%2C+CAPITOLA%2C+CA+95010
136,LUCKY PHARMACY #783,777 E MONTE VISTA AVE,,"VACAVILLE, CA 95688",http://maps.google.com/maps?q=LUCKY%20PHARMACY%2C777%20E%20MONTE%20VISTA%20AVE%2C+VACAVILLE%2C+CA+95688
137,MARIN MEDICAL PHARMACY,NORTHGATE MEDICAL/DENTAL CTR,750 LAS GALLINAS AVE #104,"SAN RAFAEL, CA 94903",http://maps.google.com/maps?q=MARIN%20MEDICAL%20PHARMACY%2CNORTHGATE%20MEDICAL/DENTAL%20CTR%2C+SAN%20RAFAEL%2C+CA+94903
138,MAXIMART PHARMACY,240 CAMBRIDGE,,"PALO ALTO, CA 94306",http://maps.google.com/maps?q=MAXIMART%20PHARMACY%2C240%20CAMBRIDGE%2C+PALO%20ALTO%2C+CA+94306
139,MEDEX DRUGS,401-405 EAST SANTA CLARA ST,,"SAN JOSE, CA 95113",http://maps.google.com/maps?q=MEDEX%20DRUGS%2C401-405%20EAST%20SANTA%20CLARA%20ST%2C+SAN%20JOSE%2C+CA+95113
142,MIDTOWN PHARMACY PROFESSIONAL CORPORATION,2173 HARBOR BAY PARKWAY,,"ALAMEDA, CA 94502",http://maps.google.com/maps?q=MIDTOWN%20PHARMACY%20PROFESSIONAL%20CORPORATION%2C2173%20HARBOR%20BAY%20PARKWAY%2C+ALAMEDA%2C+CA+94502
143,MISSION PHARMACY,22138 MISSION BLVD,,"HAYWARD, CA 94541",http://maps.google.com/maps?q=MISSION%20PHARMACY%2C22138%20MISSION%20BLVD%2C+HAYWARD%2C+CA+94541
144,"MISSION WELLNESS HEALTHCARE, LLC",2424 MISSION STREET,,"SAN FRANCISCO, CA 94110",http://maps.google.com/maps?q=MISSION%20WELLNESS%20HEALTHCARE%20LLC%2C2424%20MISSION%20STREET%2C+SAN%20FRANCISCO%2C+CA+94110
146,MOWRY MEDICAL PHARMACY,1999 MOWRY AVENUE,SUITE #2A,"FREMONT, CA 94538",http://maps.google.com/maps?q=MOWRY%20MEDICAL%20PHARMACY%2C1999%20MOWRY%20AVENUE%2C+FREMONT%2C+CA+94538
147,NEMS - CLEMENT PHARMACY,1019 CLEMENT ST,,"SAN FRANCISCO, CA 94118",http://maps.google.com/maps?q=NEMS%20%20CLEMENT%20PHARMACY%2C1019%20CLEMENT%20ST%2C+SAN%20FRANCISCO%2C+CA+94118
148,NEMS- EASTMOOR PHARMACY,211 EASTMOOR AVE,,"DALY CITY, CA 94015",http://maps.google.com/maps?q=NEMS%20EASTMOOR%20PHARMACY%2C211%20EASTMOOR%20AVE%2C+DALY%20CITY%2C+CA+94015
149,NEMS- LUNDY PHARMACY,1870 LUNDY AVE,,"SAN JOSE, CA 95131",http://maps.google.com/maps?q=NEMS%20LUNDY%20PHARMACY%2C1870%20LUNDY%20AVE%2C+SAN%20JOSE%2C+CA+95131
150,NEMS-NORIEGA PHARMACY,1400 NORIEGA STREET,,"SAN FRANCISCO, CA 94122",http://maps.google.com/maps?q=NEMSNORIEGA%20PHARMACY%2C1400%20NORIEGA%20STREET%2C+SAN%20FRANCISCO%2C+CA+94122
151,NEMS-SAN BRUNO PHARMACY,2574 SAN BRUNO AVENUE,,"SAN FRANCISCO, CA 94134",http://maps.google.com/maps?q=NEMSSAN%20BRUNO%20PHARMACY%2C2574%20SAN%20BRUNO%20AVENUE%2C+SAN%20FRANCISCO%2C+CA+94134
152,NEW OAKLAND PHARMACY #1,333 NINTH STREET,,"OAKLAND, CA 94607",http://maps.google.com/maps?q=NEW%20OAKLAND%20PHARMACY%2C333%20NINTH%20STREET%2C+OAKLAND%2C+CA+94607
153,NEW OAKLAND PHARMACY - LAKE MERRITT,250 E18TH ST,3RD FLOOR,"OAKLAND, CA 94606",http://maps.google.com/maps?q=NEW%20OAKLAND%20PHARMACY%20%20LAKE%20MERRITT%2C250%20E18TH%20ST%2C+OAKLAND%2C+CA+94606
154,NEWARK HALLER'S PHARMACY,6170 THORNTON AVE SUITE E,,"NEWARK, CA 94560",http://maps.google.com/maps?q=NEWARK%20HALLERS%20PHARMACY%2C6170%20THORNTON%20AVE%20SUITE%20E%2C+NEWARK%2C+CA+94560
155,NORTH EAST MEDICAL SERVICES,1520 STOCKTON STREET,,"SAN FRANCISCO, CA 94133",http://maps.google.com/maps?q=NORTH%20EAST%20MEDICAL%20SERVICES%2C1520%20STOCKTON%20STREET%2C+SAN%20FRANCISCO%2C+CA+94133
157,OAKLAND PHARMACY INC.,388 - 9TH STREET,#108,"OAKLAND, CA 94607",http://maps.google.com/maps?q=OAKLAND%20PHARMACY%20INC%2C388%20-%209TH%20STREET%2C+OAKLAND%2C+CA+94607
158,"OMEGAMARG PHARMACY, INC",121 TUNSTEAD AVENUE,,"SAN ANSELMO, CA 94960",http://maps.google.com/maps?q=OMEGAMARG%20PHARMACY%20INC%2C121%20TUNSTEAD%20AVENUE%2C+SAN%20ANSELMO%2C+CA+94960
159,ONE COMMUNITY HEALTH PHARMACY,1500 21ST ST BLDG B STE 1-036,,"SACRAMENTO, CA 95811",http://maps.google.com/maps?q=ONE%20COMMUNITY%20HEALTH%20PHARMACY%2C1500%2021ST%20ST%20BLDG%20B%20STE%201-036%2C+SACRAMENTO%2C+CA+95811
160,ONESOURCE COMPOUNDING PHARMACY,104 WHISPERING PINES DRIVE SUITE 105,,"SCOTTS VALLEY, CA 95066",http://maps.google.com/maps?q=ONESOURCE%20COMPOUNDING%20PHARMACY%2C104%20WHISPERING%20PINES%20DRIVE%20SUITE%20105%2C+SCOTTS%20VALLEY%2C+CA+95066
161,ORCHARD HOSPITAL,POST OFFICE BOX 97,240 SPRUCE ST,"GRIDLEY, CA 95948",http://maps.google.com/maps?q=ORCHARD%20HOSPITAL%2CPOST%20OFFICE%20BOX%2097%2C+GRIDLEY%2C+CA+95948
162,POST DIVISADERO MEDICAL PHCY,2299 POST STREET,SUITE 109,"SAN FRANCISCO, CA 94115",http://maps.google.com/maps?q=POST%20DIVISADERO%20MEDICAL%20PHCY%2C2299%20POST%20STREET%2C+SAN%20FRANCISCO%2C+CA+94115
163,PUCCI'S PHARMACY,2821 J STREET,,"SACRAMENTO, CA 95816",http://maps.google.com/maps?q=PUCCIS%20PHARMACY%2C2821%20J%20STREET%2C+SACRAMENTO%2C+CA+95816
