,address,postal,state,city,geo,newURL,googleMapsUrl
3783, 706 CASTLE HILL AVENUE,10473,NY, BRONX,,"https://www.google.com/maps/place/Castle+Hill+Community+Pharmacy/@40.8210569,-73.8503274,17z/data=!4m8!1m2!2m1!1sNY+DRUGS+INC,CASTLE+HILL+COMMUNITY+PHARMACY,+BRONX,+NY+10473!3m4!1s0x89c2f4d168a1c4cd:0x700b4a83d6bd7def!8m2!3d40.82137!4d-73.8483009",http://maps.google.com/maps?q=NY%20DRUGS%20INC%2CCASTLE%20HILL%20COMMUNITY%20PHARMACY%2C+BRONX%2C+NY+10473
3784, 460 ANDES ROAD,13753,NY, DELHI,,"https://www.google.com/maps/place/O'Connor+Hospital/@42.2682553,-74.9188642,17z/data=!3m1!4b1!4m5!3m4!1s0x89dc7921a189d277:0xb562c5c81c4f5fe2!8m2!3d42.2682553!4d-74.9166755",http://maps.google.com/maps?q=OCONNOR%20HOSPITAL%2CC/O%20PHARMACY%2C+DELHI%2C+NY+13753
3792,17 WILLIAM H. TAFT RD.,45219,OH, CINCINNATI,,"https://www.google.com/maps/place/CVS/@39.1276254,-84.5130479,17z/data=!3m1!4b1!4m5!3m4!1s0x8841b3ed634ea52f:0x413540ab722662c3!8m2!3d39.1276254!4d-84.5108592",http://maps.google.com/maps?q=OHIO%20CVS%20STORES%20LLC%2C17%20WILLIAM%20H.%20TAFT%20RD.%2C+CINCINNATI%2C+OH+45219
3797,22001 LAKESHORE BLVD,44123,OH, EUCLID,"-81.52773,41.609104",,http://maps.google.com/maps?q=OHIO%20CVS%20STORES%20LLC%2C22001%20LAKESHORE%20BLVD%2C+EUCLID%2C+OH+44123
3814,101 E EXPRESSWAY 83 STE D,78577,TX, PHARR,,"https://www.google.com/maps/place/Omnicare+of+Pharr+(TX)/@26.1980485,-98.1918286,15z/data=!4m8!1m2!2m1!1sOMNICARE+PHARMACY+OF+TEXAS++LP,101+E+EXPRESSWAY+83+STE+D,+PHARR,+TX+78577!3m4!1s0x8665a08afe64a2ff:0xf8f5c284f5ebd15b!8m2!3d26.2076341!4d-98.1806807",http://maps.google.com/maps?q=OMNICARE%20PHARMACY%20OF%20TEXAS%20%20LP%2C101%20E%20EXPRESSWAY%2083%20STE%20D%2C+PHARR%2C+TX+78577
3815,104 WHISPERING PINES DRIVE SUITE 105,95066,CA, SCOTTS VALLEY,"-122.02733,37.04245",,http://maps.google.com/maps?q=ONESOURCE%20COMPOUNDING%20PHARMACY%2C104%20WHISPERING%20PINES%20DRIVE%20SUITE%20105%2C+SCOTTS%20VALLEY%2C+CA+95066
3819, SUITE 104,14626,NY, ROCHESTER,"-77.70144,43.19537",,http://maps.google.com/maps?q=PARK%20RIDGE%20APOTHECARY%2C1561%20LONG%20POND%20RD%2C+ROCHESTER%2C+NY+14626
3820, SUITE 5,70815,LA, BATON ROUGE,"-91.08101,30.45529",,http://maps.google.com/maps?q=PARKERS%20PHARMACY%2C9600%20FLORIDA%20BLVD%2C+BATON%20ROUGE%2C+LA+70815
3821,13322 PACIFIC AVE SO,98444,WA, TACOMA,"-122.43463,47.136116",,http://maps.google.com/maps?q=PARKLAND%20MARKET%20PLACE%2C13322%20PACIFIC%20AVE%20SO%2C+TACOMA%2C+WA+98444
3822, PO BOX 1225,84761,UT, PAROWAN,"-112.82762,37.842636",,http://maps.google.com/maps?q=PAROWAN%20DRUG%20%20GIFT%20INC%2C20%20NORTH%20MAIN%20STREET%2C+PAROWAN%2C+UT+84761
3826, PO BOX 960,98337,WA, BREMERTON,"-122.62826,47.567314",,http://maps.google.com/maps?q=PENINSULA%20COMMUNITY%20HEALTH%20SERVICES%2C616%206TH%20STREET%2C+BREMERTON%2C+WA+98337
3827, SUITE 205,98370,WA, POULSBO,"-122.64003,47.74356",,http://maps.google.com/maps?q=PENINSULA%20COMMUNITY%20HEALTH%20SVCS%20PHARMACYPOULSBO%2C19917%20SEVENTH%20AVE%20NE%2C+POULSBO%2C+WA+98370
3829, GROUND FLOOR,19104,PA, PHILA,"-75.19683,39.95652",,http://maps.google.com/maps?q=PENN%20MEDICINE%20AT%20UNIVERSITY%20CITY%20%20APOTHECARY%2C3737%20MARKET%20STREET%2C+PHILA%2C+PA+19104
3830,1865 ROUTE 70 EAST,8003,NJ, CHERRY HILL,,"https://www.google.com/maps/place/Penn+Medicine+Cherry+Hill/@39.9036129,-74.9742809,17z/data=!3m1!4b1!4m5!3m4!1s0x89c6cb520ca3935b:0x6373cd03d3d8dbb9!8m2!3d39.9036129!4d-74.9720922",http://maps.google.com/maps?q=PENN%20MEDICINE%20CHERRY%20HILL%20PHARMACY%20DEPARTMENT%2C1865%20ROUTE%2070%20EAST%2C+CHERRY%20HILL%2C+NJ+08003
3833,105 S. SPORTING HILL RD.,17050,PA, MECHANICSBURG,"-76.97208,40.236958",,http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C105%20S.%20SPORTING%20HILL%20RD.%2C+MECHANICSBURG%2C+PA+17050
3835,1740 WASHINGTON RD,15241,PA, PITTSBURGH,"-80.05331,40.347874",,http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C1740%20WASHINGTON%20RD%2C+PITTSBURGH%2C+PA+15241
3836,1901 WEST OREGON AVENUE,19145,PA, PHILADELPHIA,"-75.17941,39.917927",,http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C1901%20WEST%20OREGON%20AVENUE%2C+PHILADELPHIA%2C+PA+19145
3837,204 EAST SECOND STREET,16301,PA, OIL CITY,"-79.70809,41.42806",,http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C204%20EAST%20SECOND%20STREET%2C+OIL%20CITY%2C+PA+16301
3840,3298 EDGEMONT AVE.,19015,PA, BROOKHAVEN,"-75.38227,39.86925",,http://maps.google.com/maps?q=PENNSYLVANIA%20CVS%20PHARMACY%20LLC%2C3298%20EDGEMONT%20AVE.%2C+BROOKHAVEN%2C+PA+19015
3849, 425 NIAGARA ST,14201,NY, BUFFALO,,"https://www.google.com/maps/place/Tops+Pharmacy/@42.895832,-78.8863333,19z/data=!4m13!1m7!3m6!1s0x89d313ad09bfe087:0x4ee8489de5adc6b4!2s425+Niagara+St,+Buffalo,+NY+14201!3b1!8m2!3d42.8958305!4d-78.886031!3m4!1s0x89d313ada841de09:0xcf140fd08a54599a!8m2!3d42.8959746!4d-78.8866713","https://www.google.com/maps/place/Tops+Pharmacy/@42.895832,-78.8863333,19z/data=!4m13!1m7!3m6!1s0x89d313ad09bfe087:0x4ee8489de5adc6b4!2s425+Niagara+St,+Buffalo,+NY+14201!3b1!8m2!3d42.8958305!4d-78.886031!3m4!1s0x89d313ada841de09:0xcf140fd08a54599a!8m2!3d42.8959746!4d-78.8866713"
3851, SE,52240,IA, IOWA CITY,"-91.45514,41.67337",,http://maps.google.com/maps?q=PHARMACY%20MATTERSLTC%2C3526%20DOLPHIN%20DRIVE%2C%20SE%2C+IOWA%20CITY%2C+IA+52240
3852,3750 CHEMAWA ROAD N.E.,97305,OR, SALEM,"-122.982124,45.004505",,http://maps.google.com/maps?q=PHS%20INDIAN%20HLTH%20CENTER%2C3750%20CHEMAWA%20ROAD%20N.E.%2C+SALEM%2C+OR+97305
3857,385 A/B SECOND AVE,10010,NY, NEW YORK,,"https://www.google.com/maps/place/Prohealth+Pharmacy/@40.73753,-73.9835777,17z/data=!3m1!4b1!4m5!3m4!1s0x89c2590a5f9f6231:0x5d7b659226bd65d0!8m2!3d40.73753!4d-73.981389",http://maps.google.com/maps?q=PROHEALTH%20PHARMACY%20INC%2C385%20A/B%20%20SECOND%20AVE%2C+NEW%20YORK%2C+NY+10010
3858, SUITE 373,77027,TX, HOUSTON,,"https://www.google.com/maps/place/4151+Southwest+Fwy,+Houston,+TX+77027/@29.728039,-95.444293,19.5z/data=!4m8!1m2!2m1!1sPROSCRIPT+AMERICA,4151+SOUTHWEST+FREEWAY,+HOUSTON,+TX+77027!3m4!1s0x8640c10666f968cd:0x29f8d0877930835a!8m2!3d29.7281093!4d-95.4441963",http://maps.google.com/maps?q=PROSCRIPT%20AMERICA%2C4151%20SOUTHWEST%20FREEWAY%2C+HOUSTON%2C+TX+77027
3859," HWY 544, SUITE 2",29588,SC, MYRTLE BEACH,"-78.981735,33.65054",,http://maps.google.com/maps?q=PURE%20COMPOUNDING%2C3072%20DICK%20POND%20ROAD%2C+MYRTLE%20BEACH%2C+SC+29588
3861, SUITE 820,74103,OK, TULSA,"-95.992546,36.152916",,http://maps.google.com/maps?q=QUALITY%20FIRST%20MEDICAL%20SUPPLIES%20LLC%2C115%20WEST%203RD%20STREET%2C%20SUITE%20820%2C+TULSA%2C+OK+74103
3862, 87-08 JUSTICE AVENUE,11373,NY, ELMHURST,,"https://www.google.com/maps/place/Evergreen+Drugs+Co./@40.7372311,-73.8785414,17z/data=!4m8!1m2!2m1!1sRP+APOTHECARY,D%2FB%2FA+EVERGREEN+DRUGS,+ELMHURST,+NY+11373!3m4!1s0x89c25e4d9ce9a967:0x51c442b4e95a067a!8m2!3d40.7372311!4d-73.8763527",http://maps.google.com/maps?q=RP%20APOTHECARY%2CD/B/A%20EVERGREEN%20DRUGS%2C+ELMHURST%2C+NY+11373
3863, PO BOX 499,57469,SD, REDFIELD,"-98.52003,44.871513",,http://maps.google.com/maps?q=RANDALL%20PHARMACY%2C1010%201/2%20W%201ST%20STREET%2C+REDFIELD%2C+SD+57469
3864, RED CROSS UNITED DRUG INC,97850,OR, LA GRANDE,"-118.095245,45.329094",,http://maps.google.com/maps?q=RED%20CROSS%20DRUG%20STORE%2C1123%20ADAMS%20AVE%2C+LA%20GRANDE%2C+OR+97850
3866, 640 JACKSON STREET,55101,MN, ST PAUL,,"https://www.google.com/maps/place/Regions+Hospital+:+Pharmacy+Department/@44.9558263,-93.0966852,17z/data=!4m8!1m2!2m1!1sREGIONS+HOSPITAL+PHARMACY,OUTPATIENT,+ST+PAUL,+MN+55101!3m4!1s0x87f7d554f9344859:0x548629960ccee8aa!8m2!3d44.9556937!4d-93.094755",http://maps.google.com/maps?q=REGIONS%20HOSPITAL%20PHARMACY%2COUTPATIENT%2C+ST%20PAUL%2C+MN+55101
3872, MEADOWBROOK PLAZA,2889,RI, WARWICK,"-71.39796,41.70946",,http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C2400%20WARWICK%20AVE%2C+WARWICK%2C+RI+02889
3881, ROOM 1-501,23601,VA, NEWPORT NEWS,"-76.48465,37.064995",,http://maps.google.com/maps?q=RIVERSIDE%20HOSPITAL%20INC%2C500%20J.%20CLYDE%20MORRIS%20BOULEVARD%2C+NEWPORT%20NEWS%2C+VA+23601
3882, P.O. BOX 275,12723,NY, CALLICOON,,"https://www.google.com/maps/place/Riverside+Remedies+HealthMart+Pharmacy/@41.7662732,-75.0603469,17z/data=!3m1!4b1!4m5!3m4!1s0x89db597f837b85dd:0x16fab59d378e44e1!8m2!3d41.7662732!4d-75.0581582",http://maps.google.com/maps?q=RIVERSIDE%20REMEDIES%20RX%20CORP%2C39%20LOWER%20MAIN%20STREET%2C+CALLICOON%2C+NY+12723
3884,4481 LAKESHORE RD.,14075,NY, HAMBURG,"-78.879166,42.762367",,http://maps.google.com/maps?q=RML%20PHARMACY%20PC%2C4481%20LAKESHORE%20RD.%2C+HAMBURG%2C+NY+14075
3887, 711 E MARKET STREET,95202,CA, STOCKTON,,"https://www.google.com/maps/place/Rx+Express+Pharmacy/@37.95331,-121.2836197,17z/data=!3m1!4b1!4m5!3m4!1s0x809012a33e543c13:0x32257bce1d824909!8m2!3d37.95331!4d-121.281431",http://maps.google.com/maps?q=RODERICK%20PHARMACY%20GROUP%20INC%2CDBA%20RX%20EXPRESS%20PHARMACY%2C+STOCKTON%2C+CA+95202
3890, PO BOX 608,46173,IN, RUSHVILLE,"-85.444756,39.621357",,http://maps.google.com/maps?q=RUSH%20MEMORIAL%20HOSPITAL%2C1300%20N.%20MAIN%20STREET%2C+RUSHVILLE%2C+IN+46173
3891, SUITE 105,13021,NY, AUBURN,"-76.570435,42.929626",,http://maps.google.com/maps?q=RX%20CITY%20PHARMACY%20INC%2C161%20GENESEE%20ST%2C+AUBURN%2C+NY+13021
3892, STE #4,98391,WA, BONNEY LAKE,,"https://www.google.com/maps/place/Rxpress+Pharmacy/@47.167879,-122.1441427,17z/data=!3m1!4b1!4m5!3m4!1s0x5490fabf5b11d051:0xc7cce6d8378cac54!8m2!3d47.167879!4d-122.141954",http://maps.google.com/maps?q=RXPRESS%20PHARMACY%2C21509%20STATE%20ROUTE%20410%20E%2C+BONNEY%20LAKE%2C+WA+98391
3893,68-50 MAIN STREET,11367,NY, FLUSHING,"-73.8246,40.73204",,http://maps.google.com/maps?q=S%20%20M%20PHARMACY%20INC%2C68-50%20MAIN%20STREET%2C+FLUSHING%2C+NY+11367
3899, P.O. BOX 103,16154,PA, TRANSFER,"-80.412,41.336964",,http://maps.google.com/maps?q=SBW%20PHARMACY%20INC%2C3676%20N.%20HERMITAGE%20RD.%2C+TRANSFER%2C+PA+16154
3900, STE 120,98284,WA, SEDRO WOOLLEY,"-122.27499,48.49516",,http://maps.google.com/maps?q=SCHAFFNER%20PHARMACY%2C1990%20HOSPITAL%20DR%2C+SEDRO%20WOOLLEY%2C+WA+98284
3901,220 FALCON PARKWAY,80912,CO, SCHRIEVER AFB,,"https://www.google.com/maps/place/Schriever+Pharmacy/@38.8086576,-104.5291601,17z/data=!4m8!1m2!2m1!1sSCHRIEVER+AIR+FORCE+BASE+PHARMACY,220+FALCON+PARKWAY,+SCHRIEVER+AFB,+CO+80912!3m4!1s0x87133c65af26d691:0x99d70562f9813b7d!8m2!3d38.8087016!4d-104.5282173",http://maps.google.com/maps?q=SCHRIEVER%20AIR%20FORCE%20BASE%20PHARMACY%2C220%20FALCON%20PARKWAY%2C+SCHRIEVER%20AFB%2C+CO+80912
3902, STE 1665,80218,CO, DENVER,,"https://www.google.com/maps/place/Saint+Joseph+Hospital/@39.7465616,-104.972592,17z/data=!3m1!4b1!4m5!3m4!1s0x876c79315bbe4c4b:0x349ab4f3c26e3398!8m2!3d39.7465616!4d-104.9704033",http://maps.google.com/maps?q=SCL%20HEALTH%20PHARMACY%20SERVICES%20%20SAINT%20JOSEPH%2C1375%20E%2019TH%20AVE%2C+DENVER%2C+CO+80218
3904,1106 AVENUE K 1ST FLOOR,11230,NY, BROOKLYN,"-73.964584,40.622383",,http://maps.google.com/maps?q=SHALOMS%20PHARMACY%20INC%2C1106%20AVENUE%20K%201ST%20FLOOR%2C+BROOKLYN%2C+NY+11230
3905, SUITE 102,16146,PA, SHARON,"-80.50796,41.23373",,http://maps.google.com/maps?q=SHARON%20PHARMACY%2C63%20PITT%20STREET%2C+SHARON%2C+PA+16146
3906,5168 HONPIE RD,95667,CA, PLACERVILLE,"-120.90781,38.696655",,http://maps.google.com/maps?q=SHINGLE%20SPRINGS%20HEALTH%20AND%20WELLNESS%20CENTER%2C5168%20HONPIE%20RD%2C+PLACERVILLE%2C+CA+95667
3913,2446 HUDSON RD,29650,SC, GREER,"-82.290085,34.894264",,http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C2446%20HUDSON%20RD%2C+GREER%2C+SC+29650
3915,27 US HIGHWAY 321 BYPASS S,29180,SC, WINNSBORO,,"https://www.google.com/maps/place/CVS/@34.3708938,-81.1011737,17z/data=!3m1!4b1!4m5!3m4!1s0x885617605c0f1f7d:0xc2ec9aea6d58b3c9!8m2!3d34.3708938!4d-81.098985",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C27%20US%20HIGHWAY%20321%20BYPASS%20S%2C+WINNSBORO%2C+SC+29180
3917,3210 E PALMETTO ST,29506,SC, FLORENCE,,"https://www.google.com/maps/place/CVS/@34.1954727,-79.7051806,17z/data=!3m1!4b1!4m5!3m4!1s0x88555dafd435e309:0xf1e285d0e23f8691!8m2!3d34.1954727!4d-79.7029919",http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C3210%20E%20PALMETTO%20ST%2C+FLORENCE%2C+SC+29506
3919,4711-5 FOREST DRIVE,29206,SC, COLUMBIA,"-80.97085,34.019924",,http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C4711-5%20FOREST%20DRIVE%2C+COLUMBIA%2C+SC+29206
3923,901 MARKET ST.,29520,SC, CHERAW,"-79.89737,34.690067",,http://maps.google.com/maps?q=SOUTH%20CAROLINA%20CVS%20PHARMACY%20LLC%2C901%20MARKET%20ST.%2C+CHERAW%2C+SC+29520
3924, STE D2,98387,WA, SPANAWAY,"-122.43494,47.096226",,http://maps.google.com/maps?q=SPANAWAY%20PHARMACY%2C17701%20PACIFIC%20AVE%20S%2C+SPANAWAY%2C+WA+98387
3925,153-W COMMERICAL ST,14445,NY, EAST ROCHESTER,,"https://www.google.com/maps/place/Specialty+RX/@43.113531,-77.4893651,17z/data=!3m1!4b1!4m5!3m4!1s0x89d6cb45e3a5994d:0xd214ac1ac6fbceac!8m2!3d43.113531!4d-77.4871764",http://maps.google.com/maps?q=SPECIALTY%20RX%20NY%20INC%2C153-W%20COMMERICAL%20ST%2C+EAST%20ROCHESTER%2C+NY+14445
3926,109 W MAIN STREET,28160,NC, SPINDALE,"-81.930916,35.357426",,http://maps.google.com/maps?q=SPINDALE%20DRUG%20CO%2C109%20W%20MAIN%20STREET%2C+SPINDALE%2C+NC+28160
3929, P.O. BOX 1628,81502,CO, GRAND JUNCTION,,"https://www.google.com/maps/place/St+Mary's+Medical+Center+-+SCL+Health/@39.0903724,-108.5648962,17z/data=!3m1!4b1!4m5!3m4!1s0x87471dad18a7c4d1:0x2ea296db7c6ff9ea!8m2!3d39.0903724!4d-108.5627075",http://maps.google.com/maps?q=ST%20MARYS%20HOSP%20%20MEDICAL%20CNTR%2C2635%20N.%207TH%20STREET%2C+GRAND%20JUNCTION%2C+CO+81502
3930, OUTPATIENT PHARMACY,83687,ID, NAMPA,"-116.59154,43.616837",,http://maps.google.com/maps?q=ST%20LUKES%20NAMPA%20MEDICAL%20CENTER%2C9850%20W.%20ST.%20LUKE'S%20DRIVE%2C+NAMPA%2C+ID+83687
3932,2001 WEST 86TH STREET,46260,IN, INDIANAPOLIS,"-86.1936,39.912064",,http://maps.google.com/maps?q=ST%20VINCENT%20PHARMACY%2C2001%20WEST%2086TH%20STREET%2C+INDIANAPOLIS%2C+IN+46260
3933, P O BOX 1057,84725,UT, ENTERPRISE,"-113.71761,37.573597",,http://maps.google.com/maps?q=STAPLEY%20PHARMACY%20INC%2C167%20E.%20MAIN%20ST.%2C+ENTERPRISE%2C+UT+84725
3936, 2130 STOUT ST,80205,CO, DENVER,,"https://www.google.com/maps/place/Stout+Street+Health+Center/@39.7512323,-104.9891272,17z/data=!4m8!1m2!2m1!1sSTOUT+STREET+HEALTH+CENTER,COLORADO+COALITION+FOR+THE+HOMELESS,+DENVER,+CO+80205!3m4!1s0x876c78d87d860d6b:0x9a6c548dee12aead!8m2!3d39.750878!4d-104.9861008",http://maps.google.com/maps?q=STOUT%20STREET%20HEALTH%20CENTER%2CCOLORADO%20COALITION%20FOR%20THE%20HOMELESS%2C+DENVER%2C+CO+80205
3937, SUITE 100,14304,NY, WHEATFIELD,"-78.906746,43.092625",,http://maps.google.com/maps?q=SUMMIT%20PARK%20PHARMACY%2C2578%20NIAGARA%20FALLS%20BLVD.%2C+WHEATFIELD%2C+NY+14304
3939, 3186 SOUTH MARYLAND PKWY,89109,NV, LAS VEGAS,,"https://www.google.com/maps/place/Walgreens+Pharmacy+at+Sunrise+Hospital+and+Medical+Center/@36.1339924,-115.136671,18z/data=!4m8!1m2!2m1!1sSUNRISE+HOSPITAL,INPATIENT+PHARMACY,+LAS+VEGAS,+NV+89109!3m4!1s0x80c8c48943b90f4d:0x9326ee08be5da9cf!8m2!3d36.133547!4d-115.136017",http://maps.google.com/maps?q=SUNRISE%20HOSPITAL%2CINPATIENT%20PHARMACY%2C+LAS%20VEGAS%2C+NV+89109
3942,3659 LEE ROAD,10535,NY, JEFFERSON VALLEY,"-73.80974,41.33287",,http://maps.google.com/maps?q=TACONIC%20PHARMACY%20INC%2C3659%20LEE%20ROAD%2C+JEFFERSON%20VALLEY%2C+NY+10535
3946,116 COMMONS DR.,38237,TN, MARTIN,"-88.87322,36.34246",,http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C116%20COMMONS%20DR.%2C+MARTIN%2C+TN+38237
3952,2424 OCOEE ST.,37311,TN, CLEVELAND,"-84.86504,35.17816",,http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C2424%20OCOEE%20ST.%2C+CLEVELAND%2C+TN+37311
3954,417 EMORY ROAD,37849,TN, POWELL,,"https://www.google.com/maps/place/CVS/@36.0500816,-84.000512,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3ec058950163:0x3b862892b1c852c!8m2!3d36.0500816!4d-83.9983233",http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C417%20EMORY%20ROAD%2C+POWELL%2C+TN+37849
3955,5120 HIGHWAY 153,37343,TN, HIXSON,"-85.23698,35.120007",,http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C5120%20HIGHWAY%20153%2C+HIXSON%2C+TN+37343
3959,786 GERMANTOWN PKWY.,38018,TN, CORDOVA,"-89.79534,35.14668",,http://maps.google.com/maps?q=TENNESSEE%20CVS%20PHARMACY%20LLC%2C786%20GERMANTOWN%20PKWY.%2C+CORDOVA%2C+TN+38018
3961, 17720 CORPORATE WOODS DRIVE,78259,TX, SAN ANTONIO,,"https://www.google.com/maps/place/Laurel+Ridge+Treatment+Center/@29.6031738,-98.4406129,17z/data=!3m1!4b1!4m5!3m4!1s0x865c8bd2f193c63b:0xe5968f05c567840c!8m2!3d29.6031738!4d-98.4384242",http://maps.google.com/maps?q=TEXAS%20LAUREL%20RIDGE%20HOSPITAL%2CCENTER%2C+SAN%20ANTONIO%2C+TX+78259
3964," PARK BUILDING, ROOM G-105",21287,MD, BALTIMORE,,"https://www.google.com/maps/place/The+Johns+Hopkins+Hospital/@39.2967385,-76.5949249,17z/data=!3m1!4b1!4m5!3m4!1s0x89c80462dd7f9b41:0xeceddd36a48a8c8f!8m2!3d39.2967385!4d-76.5927362",http://maps.google.com/maps?q=THE%20JOHNS%20HOPKINS%20HOSPITAL%2C1717%20E%20MONUMENT%20ST%2C+BALTIMORE%2C+MD+21287
3965, 1 ATWELL RD,13326,NY, COOPERTOWN,,"https://www.google.com/maps/place/Bassett+Medical+Center/@42.696016,-74.9253747,17z/data=!3m1!4b1!4m5!3m4!1s0x89dc072100a3a977:0x206195f1dfc2b829!8m2!3d42.696016!4d-74.923186",http://maps.google.com/maps?q=THE%20MARY%20IMOGENE%20BASSETT%20HOSP%2COUTPATIENT%20PHARMACY%2C+COOPERTOWN%2C+NY+13326
3967, SUITE 113,78229,TX, SAN ANTONIO,"-98.570885,29.511017",,http://maps.google.com/maps?q=THE%20START%20CENTER%20PHARMACY%2C4383%20MEDICAL%20DRIVE%2C%2C+SAN%20ANTONIO%2C+TX+78229
3970, SUITE 2,55072,MN, SANDSTONE,,"https://www.google.com/maps/place/Thrifty+White+Pharmacy+(Sandstone)/@46.1183572,-92.8873863,17z/data=!3m1!4b1!4m5!3m4!1s0x52b21f7002fc65bf:0xc7cd57f315f202ce!8m2!3d46.1183572!4d-92.8851976",http://maps.google.com/maps?q=THRIFTY%20WHITE%20PHARMACY%2C707%20LUNDORFF%20DRIVE%20SOUTH%2C%20SUITE%202%2C+SANDSTONE%2C+MN+55072
3972, FIRST FLOOR,29464,SC, MOUNT PLEASANT,"-79.887596,32.805412",,http://maps.google.com/maps?q=TIDEWATER%20PHARMACY%20%20MEDICAL%20SUPPLIES%20LLC%2C421%20JOHNNIE%20DODDS%20BOULEVARD%2C+MOUNT%20PLEASANT%2C+SC+29464
3974, #102,84088,UT, WEST JORDAN,"-111.93875,40.59163",,http://maps.google.com/maps?q=TMJ%20INC%2C8806%20S.%20REDWOOD%20ROAD%2C+WEST%20JORDAN%2C+UT+84088
3975, 2142 NORTH COVE BLVD,43606,OH, TOLEDO,,"https://www.google.com/maps/place/Pharmacy+Counter-+Toledo+Hospital/@41.667537,-83.6252378,14z/data=!4m8!1m2!2m1!1sTOLEDO+HOSPITAL,ATTENTION+DEPT+OF+PHARMACY,+TOLEDO,+OH+43606!3m4!1s0x883c7f59b0000001:0x720cb0cd049aae87!8m2!3d41.6728943!4d-83.5951971",http://maps.google.com/maps?q=TOLEDO%20HOSPITAL%2CATTENTION%20DEPT%20OF%20PHARMACY%2C+TOLEDO%2C+OH+43606
3976," PO BOX 8150, ROUTE HC01",85634,AZ, SELLS,,"https://www.google.com/maps/place/San+Simon+Health+Center/@32.1896267,-112.417831,17z/data=!3m1!4b1!4m5!3m4!1s0x86d545e56a1f9b65:0x767c267bb8d70149!8m2!3d32.1896267!4d-112.4156423",http://maps.google.com/maps?q=TON%20SAN%20SIMON%20HEALTH%20CENTER%2CHWY%2086/MILE%20MARKER%2074%2C+SELLS%2C+AZ+85634
3978," PO BOX 8700, ROUTE 8HC01",85634,AZ, SELLS,,"https://www.google.com/maps/place/Santa+Rosa+Health+Center/@32.3252737,-112.0423769,17z/data=!4m8!1m2!2m1!1sTON+SANTA+ROSA+HEALTH+CENTER,FEDERAL+RTE+15,+MM+12,+SELLS,+AZ+85634!3m4!1s0x86d57004b7fe31f3:0x6bb6ac777d2515fb!8m2!3d32.3252737!4d-112.0401882",http://maps.google.com/maps?q=TON%20SANTA%20ROSA%20HEALTH%20CENTER%2CFEDERAL%20RTE%2015%2C%20MM%2012%2C+SELLS%2C+AZ+85634
3979, 1 MESQUTIE DR.,85634,AZ, SELLS,,"https://www.google.com/maps/place/Sells+Indian+Hospital/@31.9186494,-111.8924093,17z/data=!4m8!1m2!2m1!1sTON+SELLS+HOSPITAL,PO+BOX+548,+1+MESQUTIE+DR.,+SELLS,+AZ+85634!3m4!1s0x86d50f7a574af52f:0x8fdae2cee153aeba!8m2!3d31.9186494!4d-111.8902206",http://maps.google.com/maps?q=TON%20SELLS%20HOSPITAL%2CPO%20BOX%20548%2C%201%20MESQUTIE%20DR.%2C+SELLS%2C+AZ+85634
3984,3201 SOUTHWESTERN BLVD.,14127,NY, ORCHARD PARK,"-78.75264,42.795845",,http://maps.google.com/maps?q=TOPS%20MARKETS%2C3201%20SOUTHWESTERN%20BLVD.%2C+ORCHARD%20PARK%2C+NY+14127
3988,700 FIRST NORTH STREET,13208,NY, SYRACUSE,"-76.149055,43.069412",,http://maps.google.com/maps?q=TOPS%20MARKETS%2C700%20FIRST%20NORTH%20STREET%2C+SYRACUSE%2C+NY+13208
3991, 700 THRUWAY PLAZA DR.,14225,NY, CHEEKTOWAGA,,"https://www.google.com/maps/place/Tops+Pharmacy/@42.9412628,-78.809693,12z/data=!4m8!1m2!2m1!1sTOPS+MARKETS,C%2FO+PHARMACY,+CHEEKTOWAGA,+NY+14225!3m4!1s0x89d30ce55c5212e7:0xfdd99d43b60ec58d!8m2!3d42.9043815!4d-78.7821121",http://maps.google.com/maps?q=TOPS%20MARKETS%2CC/O%20PHARMACY%2C+CHEEKTOWAGA%2C+NY+14225
